,token_lower,count_nusc,percentage_of_all_tokens_nusc,count_uoe,percentage_of_all_tokens_uoe
884,lecture,4,0.00020883693490030648,4,0.0007371437522459849
726,greater,15,0.0007831385058761493,4,0.0007371437522459849
259,austrian,7,0.00036546463607553634,4,0.0007371437522459849
812,influential,3610,0.1884753337475266,4,0.0007371437522459849
1274,remote,4,0.00020883693490030648,4,0.0007371437522459849
555,elementary,4,0.00020883693490030648,4,0.0007371437522459849
616,false,4,0.00020883693490030648,4,0.0007371437522459849
1358,siberian,1,5.220923372507662e-05,4,0.0007371437522459849
323,captive,1,5.220923372507662e-05,4,0.0007371437522459849
750,hereditary,4,0.00020883693490030648,4,0.0007371437522459849
1627,wider,4,0.00020883693490030648,4,0.0007371437522459849
309,broad,782,0.040827620773009915,4,0.0007371437522459849
1580,urban,663,0.03461472195972579,4,0.0007371437522459849
291,blue,297,0.015506142416347755,4,0.0007371437522459849
408,condensed,4,0.00020883693490030648,4,0.0007371437522459849
350,child,4,0.00020883693490030648,4,0.0007371437522459849
1491,thirteen,4,0.00020883693490030648,4,0.0007371437522459849
1606,vital,4,0.00020883693490030648,4,0.0007371437522459849
686,fundamental,7,0.00036546463607553634,4,0.0007371437522459849
480,deputy,2,0.00010441846745015324,4,0.0007371437522459849
627,fertile,1,5.220923372507662e-05,4,0.0007371437522459849
189,adult,1,5.220923372507662e-05,4,0.0007371437522459849
1207,promotional,117,0.006108480345833964,4,0.0007371437522459849
841,invisible,1,5.220923372507662e-05,4,0.0007371437522459849
168,absent,2,0.00010441846745015324,4,0.0007371437522459849
1461,sympathetic,2,0.00010441846745015324,4,0.0007371437522459849
1239,radical,15,0.0007831385058761493,4,0.0007371437522459849
1484,theoretical,2,0.00010441846745015324,4,0.0007371437522459849
249,associate,2,0.00010441846745015324,4,0.0007371437522459849
274,beautiful,9,0.0004698831035256896,4,0.0007371437522459849
893,less,9,0.0004698831035256896,4,0.0007371437522459849
1072,operational,5,0.0002610461686253831,4,0.0007371437522459849
1149,pleased,9,0.0004698831035256896,4,0.0007371437522459849
701,genomic,1,5.220923372507662e-05,4,0.0007371437522459849
1077,optimum,1,5.220923372507662e-05,4,0.0007371437522459849
556,elephant,1,5.220923372507662e-05,4,0.0007371437522459849
1080,orchestral,1,5.220923372507662e-05,4,0.0007371437522459849
240,army,6,0.0003132554023504597,4,0.0007371437522459849
1101,ower,1,5.220923372507662e-05,4,0.0007371437522459849
925,longitudinal,1,5.220923372507662e-05,4,0.0007371437522459849
1232,purple,1,5.220923372507662e-05,4,0.0007371437522459849
1316,scattered,1,5.220923372507662e-05,4,0.0007371437522459849
631,fifth,5,0.0002610461686253831,4,0.0007371437522459849
807,induced,2,0.00010441846745015324,4,0.0007371437522459849
1013,naval,19,0.0009919754407764559,4,0.0007371437522459849
813,informal,31,0.0016184862454773751,4,0.0007371437522459849
738,hamish,2,0.00010441846745015324,4,0.0007371437522459849
1426,stiff,1,5.220923372507662e-05,4,0.0007371437522459849
766,huge,1,5.220923372507662e-05,4,0.0007371437522459849
1414,spiritual,5,0.0002610461686253831,4,0.0007371437522459849
563,eminent,1,5.220923372507662e-05,4,0.0007371437522459849
693,garden,6,0.0003132554023504597,4,0.0007371437522459849
1538,unbound,1,5.220923372507662e-05,4,0.0007371437522459849
544,effective,13,0.000678720038425996,4,0.0007371437522459849
442,criminal,3,0.00015662770117522986,4,0.0007371437522459849
426,continuous,6,0.0003132554023504597,4,0.0007371437522459849
257,audio,21,0.001096393908226609,4,0.0007371437522459849
453,curly,2,0.00010441846745015324,4,0.0007371437522459849
473,definitive,1,5.220923372507662e-05,4,0.0007371437522459849
1107,panoramic,2,0.00010441846745015324,4,0.0007371437522459849
805,indigenous,1,5.220923372507662e-05,4,0.0007371437522459849
1126,pencil,12,0.0006265108047009194,4,0.0007371437522459849
581,essential,13,0.000678720038425996,4,0.0007371437522459849
1204,projected,2,0.00010441846745015324,3,0.0005528578141844886
495,dining,1,5.220923372507662e-05,3,0.0005528578141844886
222,anxious,2,0.00010441846745015324,3,0.0005528578141844886
710,glacial,1,5.220923372507662e-05,3,0.0005528578141844886
1213,protected,2,0.00010441846745015324,3,0.0005528578141844886
595,exclusive,2,0.00010441846745015324,3,0.0005528578141844886
1487,thick,1,5.220923372507662e-05,3,0.0005528578141844886
1304,sable,1,5.220923372507662e-05,3,0.0005528578141844886
731,grid,4,0.00020883693490030648,3,0.0005528578141844886
646,floral,4,0.00020883693490030648,3,0.0005528578141844886
1603,visa,1,5.220923372507662e-05,3,0.0005528578141844886
1607,vocabulary,1,5.220923372507662e-05,3,0.0005528578141844886
1445,supplemental,1,5.220923372507662e-05,3,0.0005528578141844886
1404,sparse,1,5.220923372507662e-05,3,0.0005528578141844886
1482,theatrical,2,0.00010441846745015324,3,0.0005528578141844886
735,guilty,1,5.220923372507662e-05,3,0.0005528578141844886
1380,slight,1,5.220923372507662e-05,3,0.0005528578141844886
228,approved,3,0.00015662770117522986,3,0.0005528578141844886
1177,pregnant,3,0.00015662770117522986,3,0.0005528578141844886
1135,pharmaceutical,3,0.00015662770117522986,3,0.0005528578141844886
1451,surgery,1,5.220923372507662e-05,3,0.0005528578141844886
1355,shortened,1,5.220923372507662e-05,3,0.0005528578141844886
1238,racial,3,0.00015662770117522986,3,0.0005528578141844886
948,marine,3,0.00015662770117522986,3,0.0005528578141844886
1282,resident,3,0.00015662770117522986,3,0.0005528578141844886
1590,vascular,1,5.220923372507662e-05,3,0.0005528578141844886
1074,opposite,3,0.00015662770117522986,3,0.0005528578141844886
899,lifelong,3,0.00015662770117522986,3,0.0005528578141844886
700,genital,3,0.00015662770117522986,3,0.0005528578141844886
1559,unitarian,3,0.00015662770117522986,3,0.0005528578141844886
1288,rhinocerous,1,5.220923372507662e-05,3,0.0005528578141844886
909,lined,1,5.220923372507662e-05,3,0.0005528578141844886
418,constructive,3,0.00015662770117522986,3,0.0005528578141844886
1424,steady,1,5.220923372507662e-05,3,0.0005528578141844886
1341,serial,1,5.220923372507662e-05,3,0.0005528578141844886
1245,raw,3,0.00015662770117522986,3,0.0005528578141844886
1313,satisfied,1,5.220923372507662e-05,3,0.0005528578141844886
657,form,2,0.00010441846745015324,3,0.0005528578141844886
1595,verbal,2,0.00010441846745015324,3,0.0005528578141844886
957,measurement,1,5.220923372507662e-05,3,0.0005528578141844886
593,exceptional,2,0.00010441846745015324,3,0.0005528578141844886
698,generous,1,5.220923372507662e-05,3,0.0005528578141844886
306,bright,1,5.220923372507662e-05,3,0.0005528578141844886
372,closer,2,0.00010441846745015324,3,0.0005528578141844886
607,extinct,1,5.220923372507662e-05,3,0.0005528578141844886
947,marian,1,5.220923372507662e-05,3,0.0005528578141844886
410,confidential,2,0.00010441846745015324,3,0.0005528578141844886
1429,striking,1,5.220923372507662e-05,3,0.0005528578141844886
520,dual,1,5.220923372507662e-05,3,0.0005528578141844886
1129,periodical,5,0.0002610461686253831,3,0.0005528578141844886
1016,near,5,0.0002610461686253831,3,0.0005528578141844886
898,library,233,0.012164751457942852,3,0.0005528578141844886
1287,revised,23,0.0012008123756767622,3,0.0005528578141844886
333,celebrated,5,0.0002610461686253831,3,0.0005528578141844886
661,forthcoming,26,0.001357440076851992,3,0.0005528578141844886
1098,overall,33,0.0017229047129275281,3,0.0005528578141844886
358,chronological,10,0.0005220923372507662,3,0.0005528578141844886
603,extended,7,0.00036546463607553634,3,0.0005528578141844886
598,expensive,4,0.00020883693490030648,3,0.0005528578141844886
516,draft,7,0.00036546463607553634,3,0.0005528578141844886
1314,scale,41,0.002140578582728141,3,0.0005528578141844886
765,hot,7,0.00036546463607553634,3,0.0005528578141844886
797,inch,4,0.00020883693490030648,3,0.0005528578141844886
1384,snow,4,0.00020883693490030648,3,0.0005528578141844886
636,finest,5,0.0002610461686253831,3,0.0005528578141844886
1636,working,167,0.008718942032087795,3,0.0005528578141844886
1045,novel,44,0.0022972062839033713,3,0.0005528578141844886
1295,roof,7,0.00036546463607553634,3,0.0005528578141844886
819,inner,10,0.0005220923372507662,3,0.0005528578141844886
1226,published,10,0.0005220923372507662,3,0.0005528578141844886
537,ecological,10,0.0005220923372507662,3,0.0005528578141844886
624,favourite,12,0.0006265108047009194,3,0.0005528578141844886
811,infectious,7,0.00036546463607553634,3,0.0005528578141844886
422,content,14,0.0007309292721510727,3,0.0005528578141844886
214,anniversary,16,0.0008353477396012259,3,0.0005528578141844886
861,labour,17,0.0008875569733263024,3,0.0005528578141844886
190,advanced,13,0.000678720038425996,3,0.0005528578141844886
1210,proper,12,0.0006265108047009194,3,0.0005528578141844886
745,hard,17,0.0008875569733263024,3,0.0005528578141844886
295,botanical,20,0.0010441846745015324,3,0.0005528578141844886
1153,poetic,23,0.0012008123756767622,3,0.0005528578141844886
1450,sure,7,0.00036546463607553634,3,0.0005528578141844886
1155,polish,11,0.0005743015709758428,3,0.0005528578141844886
1187,pressed,8,0.00041767386980061296,3,0.0005528578141844886
1261,reduced,10,0.0005220923372507662,3,0.0005528578141844886
478,dental,7,0.00036546463607553634,3,0.0005528578141844886
192,advisory,10,0.0005220923372507662,3,0.0005528578141844886
734,guest,22,0.0011486031419516856,3,0.0005528578141844886
1468,technical,54,0.0028192986211541373,3,0.0005528578141844886
506,distinguished,7,0.00036546463607553634,3,0.0005528578141844886
1060,occasional,6,0.0003132554023504597,3,0.0005528578141844886
425,continued,8,0.00041767386980061296,3,0.0005528578141844886
247,asian,8,0.00041767386980061296,3,0.0005528578141844886
1236,queen,4,0.00020883693490030648,3,0.0005528578141844886
1322,scrap,5,0.0002610461686253831,3,0.0005528578141844886
1273,remarkable,1802,0.09408103917258806,3,0.0005528578141844886
1203,progressive,5,0.0002610461686253831,3,0.0005528578141844886
582,estimated,6,0.0003132554023504597,3,0.0005528578141844886
1369,sister,9,0.0004698831035256896,3,0.0005528578141844886
364,clean,500,0.02610461686253831,3,0.0005528578141844886
1151,poem,9,0.0004698831035256896,3,0.0005528578141844886
1587,valuable,8,0.00041767386980061296,3,0.0005528578141844886
1371,sixteen,9,0.0004698831035256896,3,0.0005528578141844886
1202,programme,9,0.0004698831035256896,3,0.0005528578141844886
952,massive,4,0.00020883693490030648,3,0.0005528578141844886
1599,viable,4,0.00020883693490030648,3,0.0005528578141844886
407,concrete,4,0.00020883693490030648,3,0.0005528578141844886
227,appropriate,7,0.00036546463607553634,3,0.0005528578141844886
226,applied,7,0.00036546463607553634,3,0.0005528578141844886
677,fresh,5,0.0002610461686253831,3,0.0005528578141844886
1333,seminal,4,0.00020883693490030648,3,0.0005528578141844886
