,token_lower,count_nusc,percentage_of_all_tokens_nusc,count_uoe,percentage_of_all_tokens_uoe
313,brown,10,0.0005220923372507662,24,0.004422862513475909
217,anonymous,3,0.00015662770117522986,24,0.004422862513475909
265,available,122,0.006369526514459348,24,0.004422862513475909
965,mental,10,0.0005220923372507662,24,0.004422862513475909
531,east,24,0.0012530216094018389,24,0.004422862513475909
301,box,2,0.00010441846745015324,24,0.004422862513475909
1327,secondary,17,0.0008875569733263024,23,0.004238576575414413
1178,preliminary,111,0.005795224943483505,23,0.004238576575414413
1146,plastic,7,0.00036546463607553634,23,0.004238576575414413
465,dear,10,0.0005220923372507662,23,0.004238576575414413
1601,victorian,9,0.0004698831035256896,23,0.004238576575414413
758,historical,112,0.0058474341772085815,23,0.004238576575414413
1082,ordinary,1,5.220923372507662e-05,23,0.004238576575414413
361,civil,23,0.0012008123756767622,23,0.004238576575414413
178,active,41,0.002140578582728141,23,0.004238576575414413
1251,recent,2001,0.10447067668387831,22,0.004054290637352916
849,joint,36,0.0018795324141027583,22,0.004054290637352916
1422,statistical,11,0.0005743015709758428,22,0.004054290637352916
1367,simple,11,0.0005743015709758428,22,0.004054290637352916
796,inbred,8,0.00041767386980061296,22,0.004054290637352916
1158,poor,32,0.0016706954792024518,22,0.004054290637352916
955,mathematical,9,0.0004698831035256896,22,0.004054290637352916
1479,text,22,0.0011486031419516856,22,0.004054290637352916
943,manuscript,29,0.0015140677780272219,22,0.004054290637352916
844,italian,25,0.0013052308431269156,22,0.004054290637352916
399,complete,70,0.003654646360755363,22,0.004054290637352916
855,key,3686,0.19244323551063242,22,0.004054290637352916
1297,royal,15,0.0007831385058761493,21,0.0038700046992914206
658,formal,24,0.0012530216094018389,21,0.0038700046992914206
354,christian,6,0.0003132554023504597,21,0.0038700046992914206
1250,rear,23,0.0012008123756767622,21,0.0038700046992914206
748,heavy,7,0.00036546463607553634,21,0.0038700046992914206
848,jewish,11,0.0005743015709758428,21,0.0038700046992914206
165,able,38,0.0019839508815529118,21,0.0038700046992914206
182,additional,145,0.00757033889013611,21,0.0038700046992914206
789,important,47,0.002453833985078601,21,0.0038700046992914206
1324,seasonal,1,5.220923372507662e-05,21,0.0038700046992914206
1113,partial,1967,0.1026955627372257,21,0.0038700046992914206
729,green,107,0.005586388008583198,20,0.0036857187612299243
1626,wide,790,0.04124529464281053,20,0.0036857187612299243
635,fine,14,0.0007309292721510727,20,0.0036857187612299243
485,detailed,175,0.009136615901888408,20,0.0036857187612299243
1137,photocopied,142,0.00741371118896088,20,0.0036857187612299243
1566,unpublished,65,0.0033936001921299804,20,0.0036857187612299243
869,larger,13,0.000678720038425996,20,0.0036857187612299243
873,later,69,0.0036024371270302865,20,0.0036857187612299243
1284,responsible,29,0.0015140677780272219,20,0.0036857187612299243
1647,younger,25,0.0013052308431269156,19,0.003501432823168428
1366,similar,30,0.0015662770117522986,19,0.003501432823168428
1234,quantitative,2,0.00010441846745015324,19,0.003501432823168428
1504,total,15,0.0007831385058761493,19,0.003501432823168428
770,hungarian,7,0.00036546463607553634,19,0.003501432823168428
561,embryo,1,5.220923372507662e-05,19,0.003501432823168428
606,external,201,0.0104940559787404,19,0.003501432823168428
421,contemporary,84,0.004385575632906436,19,0.003501432823168428
457,daily,43,0.0022449970501782946,19,0.003501432823168428
689,future,57,0.002975926322329367,18,0.003317146885106932
464,dead,55,0.002871507854879214,18,0.003317146885106932
1483,theological,3,0.00015662770117522986,18,0.003317146885106932
1054,obituary,21,0.001096393908226609,18,0.003317146885106932
297,bottom,1,5.220923372507662e-05,18,0.003317146885106932
843,irish,61,0.003184763257229674,18,0.003317146885106932
1526,typed,43,0.0022449970501782946,18,0.003317146885106932
1609,vocational,1,5.220923372507662e-05,18,0.003317146885106932
1131,permanent,10,0.0005220923372507662,18,0.003317146885106932
984,mixed,300,0.015662770117522987,18,0.003317146885106932
618,famous,12,0.0006265108047009194,18,0.003317146885106932
1383,smaller,19,0.0009919754407764559,17,0.003132860947045436
352,chinese,24,0.0012530216094018389,17,0.003132860947045436
365,clear,90,0.004698831035256895,17,0.003132860947045436
396,comparative,13,0.000678720038425996,17,0.003132860947045436
248,assistant,3,0.00015662770117522986,17,0.003132860947045436
1359,sic,2,0.00010441846745015324,17,0.003132860947045436
1399,southern,9,0.0004698831035256896,17,0.003132860947045436
981,minor,7,0.00036546463607553634,17,0.003132860947045436
1192,primary,32,0.0016706954792024518,17,0.003132860947045436
390,commercial,36,0.0018795324141027583,17,0.003132860947045436
1513,tree,5,0.0002610461686253831,16,0.0029485750089839396
1001,music,2,0.00010441846745015324,16,0.0029485750089839396
722,grant,5,0.0002610461686253831,16,0.0029485750089839396
1136,philosophical,2,0.00010441846745015324,16,0.0029485750089839396
1247,ready,67,0.003498018659580133,16,0.0029485750089839396
533,eastern,6,0.0003132554023504597,16,0.0029485750089839396
838,intestinal,6,0.0003132554023504597,16,0.0029485750089839396
1598,veterinary,5,0.0002610461686253831,16,0.0029485750089839396
1433,subsequent,58,0.0030281355560544438,16,0.0029485750089839396
1034,normal,5,0.0002610461686253831,16,0.0029485750089839396
604,extensive,25,0.0013052308431269156,16,0.0029485750089839396
1417,stable,1,5.220923372507662e-05,16,0.0029485750089839396
1100,overseas,27,0.0014096493105770686,16,0.0029485750089839396
835,internal,123,0.006421735748184424,16,0.0029485750089839396
335,celtic,3,0.00015662770117522986,16,0.0029485750089839396
1161,popular,24,0.0012530216094018389,15,0.0027642890709224433
1140,photographs,81,0.0042289479317312055,15,0.0027642890709224433
1134,pet,1,5.220923372507662e-05,15,0.0027642890709224433
1230,puppy,2,0.00010441846745015324,15,0.0027642890709224433
211,ancient,7,0.00036546463607553634,15,0.0027642890709224433
840,introductory,10,0.0005220923372507662,15,0.0027642890709224433
964,memorial,101,0.005273132606232738,15,0.0027642890709224433
1541,unclear,50,0.0026104616862538312,15,0.0027642890709224433
1480,thatched,3,0.00015662770117522986,15,0.0027642890709224433
270,bad,26,0.001357440076851992,14,0.002580003132860947
538,economic,25,0.0013052308431269156,14,0.002580003132860947
727,greatest,23,0.0012008123756767622,14,0.002580003132860947
1070,only,23,0.0012008123756767622,14,0.002580003132860947
258,australian,19,0.0009919754407764559,14,0.002580003132860947
928,lothian,8,0.00041767386980061296,14,0.002580003132860947
1194,principal,7,0.00036546463607553634,14,0.002580003132860947
1086,oriental,1,5.220923372507662e-05,14,0.002580003132860947
744,happy,39,0.002036160115277988,14,0.002580003132860947
669,fourth,21,0.001096393908226609,14,0.002580003132860947
379,cold,20,0.0010441846745015324,14,0.002580003132860947
596,executive,5,0.0002610461686253831,14,0.002580003132860947
644,flat,33,0.0017229047129275281,13,0.0023957171947994508
1361,side,1,5.220923372507662e-05,13,0.0023957171947994508
546,egyptian,6,0.0003132554023504597,13,0.0023957171947994508
728,greek,23,0.0012008123756767622,13,0.0023957171947994508
862,lady,13,0.000678720038425996,13,0.0023957171947994508
1221,psychological,9,0.0004698831035256896,13,0.0023957171947994508
215,annotated,140,0.007309292721510726,13,0.0023957171947994508
269,back,19,0.0009919754407764559,13,0.0023957171947994508
1394,song,6,0.0003132554023504597,13,0.0023957171947994508
272,basic,11,0.0005743015709758428,12,0.0022114312567379545
400,complex,9,0.0004698831035256896,12,0.0022114312567379545
941,mammary,7,0.00036546463607553634,12,0.0022114312567379545
529,earliest,4,0.00020883693490030648,12,0.0022114312567379545
1452,surgical,18,0.0009397662070513792,12,0.0022114312567379545
685,functional,3,0.00015662770117522986,12,0.0022114312567379545
1048,numbered,17,0.0008875569733263024,12,0.0022114312567379545
1401,soviet,13,0.000678720038425996,12,0.0022114312567379545
1465,tall,6,0.0003132554023504597,12,0.0022114312567379545
1296,rough,50,0.0026104616862538312,12,0.0022114312567379545
1211,proposed,44,0.0022972062839033713,12,0.0022114312567379545
784,illustrative,15,0.0007831385058761493,12,0.0022114312567379545
436,correct,12,0.0006265108047009194,12,0.0022114312567379545
885,left,3,0.00015662770117522986,12,0.0022114312567379545
1197,prize,3,0.00015662770117522986,12,0.0022114312567379545
1611,voluntary,15,0.0007831385058761493,12,0.0022114312567379545
454,current,68,0.0035502278933052097,12,0.0022114312567379545
830,interested,17,0.0008875569733263024,12,0.0022114312567379545
704,geological,782,0.040827620773009915,12,0.0022114312567379545
1206,prominent,24,0.0012530216094018389,12,0.0022114312567379545
1039,norwegian,7,0.00036546463607553634,12,0.0022114312567379545
788,imperial,4,0.00020883693490030648,12,0.0022114312567379545
612,extreme,3,0.00015662770117522986,12,0.0022114312567379545
370,close,13,0.000678720038425996,12,0.0022114312567379545
575,entire,9,0.0004698831035256896,12,0.0022114312567379545
1009,national,116,0.0060562711121088875,11,0.002027145318676458
1018,necessary,8,0.00041767386980061296,11,0.002027145318676458
545,efficient,2,0.00010441846745015324,11,0.002027145318676458
348,chief,2,0.00010441846745015324,11,0.002027145318676458
1434,substantial,15,0.0007831385058761493,11,0.002027145318676458
915,live,15,0.0007831385058761493,11,0.002027145318676458
774,identical,1,5.220923372507662e-05,11,0.002027145318676458
1038,northern,22,0.0011486031419516856,11,0.002027145318676458
482,descriptive,18,0.0009397662070513792,11,0.002027145318676458
791,improved,10,0.0005220923372507662,11,0.002027145318676458
1473,ten,29,0.0015140677780272219,11,0.002027145318676458
515,double,18,0.0009397662070513792,11,0.002027145318676458
220,antiquarian,30,0.0015662770117522986,11,0.002027145318676458
1165,positive,26,0.001357440076851992,11,0.002027145318676458
517,dramatic,10,0.0005220923372507662,11,0.002027145318676458
300,bovine,1,5.220923372507662e-05,11,0.002027145318676458
671,fragile,4,0.00020883693490030648,11,0.002027145318676458
474,degree,3,0.00015662770117522986,11,0.002027145318676458
245,artificial,7,0.00036546463607553634,11,0.002027145318676458
290,blank,19,0.0009919754407764559,11,0.002027145318676458
1111,parliamentary,40,0.002088369349003065,11,0.002027145318676458
870,largest,11,0.0005743015709758428,11,0.002027145318676458
681,frozen,2,0.00010441846745015324,11,0.002027145318676458
1041,notable,3099,0.16179641531401245,10,0.0018428593806149622
548,eighteenth,5,0.0002610461686253831,10,0.0018428593806149622
827,intellectual,3,0.00015662770117522986,10,0.0018428593806149622
1535,unable,31,0.0016184862454773751,10,0.0018428593806149622
615,fair,2,0.00010441846745015324,10,0.0018428593806149622
380,collaborative,15,0.0007831385058761493,10,0.0018428593806149622
1243,rare,30,0.0015662770117522986,10,0.0018428593806149622
656,forest,30,0.0015662770117522986,10,0.0018428593806149622
866,lantern,1,5.220923372507662e-05,10,0.0018428593806149622
554,electrical,34,0.0017751139466526049,10,0.0018428593806149622
850,journal,27,0.0014096493105770686,10,0.0018428593806149622
802,increased,8,0.00041767386980061296,10,0.0018428593806149622
349,chiefly,1,5.220923372507662e-05,10,0.0018428593806149622
262,autobiographical,17,0.0008875569733263024,10,0.0018428593806149622
958,mechanical,21,0.001096393908226609,10,0.0018428593806149622
1078,oral,13,0.000678720038425996,10,0.0018428593806149622
486,developmental,2,0.00010441846745015324,10,0.0018428593806149622
1432,subject,16,0.0008353477396012259,10,0.0018428593806149622
831,interesting,7,0.00036546463607553634,10,0.0018428593806149622
1458,swiss,16,0.0008353477396012259,10,0.0018428593806149622
1022,nervous,6,0.0003132554023504597,10,0.0018428593806149622
1266,regular,25,0.0013052308431269156,10,0.0018428593806149622
880,leading,15,0.0007831385058761493,10,0.0018428593806149622
250,assorted,3,0.00015662770117522986,10,0.0018428593806149622
1130,peripheral,1,5.220923372507662e-05,9,0.001658573442553466
638,finnish,4,0.00020883693490030648,9,0.001658573442553466
494,difficult,9,0.0004698831035256896,9,0.001658573442553466
1583,useful,9,0.0004698831035256896,9,0.001658573442553466
439,covered,1,5.220923372507662e-05,9,0.001658573442553466
754,higher,19,0.0009919754407764559,9,0.001658573442553466
763,honourable,1,5.220923372507662e-05,9,0.001658573442553466
852,julian,21,0.001096393908226609,9,0.001658573442553466
1562,unnamed,36,0.0018795324141027583,9,0.001658573442553466
1193,prime,2,0.00010441846745015324,9,0.001658573442553466
1515,tropical,2,0.00010441846745015324,9,0.001658573442553466
1023,nest,2,0.00010441846745015324,9,0.001658573442553466
687,funeral,33,0.0017229047129275281,9,0.001658573442553466
601,explanatory,5,0.0002610461686253831,9,0.001658573442553466
1554,uniform,5,0.0002610461686253831,9,0.001658573442553466
1116,past,28,0.0014618585443021454,9,0.001658573442553466
1270,relative,5,0.0002610461686253831,9,0.001658573442553466
1430,strong,26,0.001357440076851992,9,0.001658573442553466
883,least,4,0.00020883693490030648,9,0.001658573442553466
785,immediate,66,0.0034458094258550563,9,0.001658573442553466
946,marginal,1,5.220923372507662e-05,9,0.001658573442553466
281,biblical,2,0.00010441846745015324,9,0.001658573442553466
1029,nineteenth,11,0.0005743015709758428,9,0.001658573442553466
550,elderly,16,0.0008353477396012259,9,0.001658573442553466
235,architectural,175,0.009136615901888408,9,0.001658573442553466
1509,transparent,7,0.00036546463607553634,9,0.001658573442553466
519,dry,16,0.0008353477396012259,9,0.001658573442553466
608,extra,16,0.0008353477396012259,9,0.001658573442553466
278,better,17,0.0008875569733263024,9,0.001658573442553466
815,initial,107,0.005586388008583198,9,0.001658573442553466
224,apparent,2,0.00010441846745015324,8,0.0014742875044919698
1110,parish,4,0.00020883693490030648,8,0.0014742875044919698
591,exact,3,0.00015662770117522986,8,0.0014742875044919698
578,equal,3,0.00015662770117522986,8,0.0014742875044919698
1516,true,4,0.00020883693490030648,8,0.0014742875044919698
1440,suitable,8,0.00041767386980061296,8,0.0014742875044919698
942,manual,5,0.0002610461686253831,8,0.0014742875044919698
549,elaborate,1,5.220923372507662e-05,8,0.0014742875044919698
1575,unusual,3,0.00015662770117522986,8,0.0014742875044919698
823,inside,2,0.00010441846745015324,8,0.0014742875044919698
611,extraordinary,2,0.00010441846745015324,8,0.0014742875044919698
592,excellent,4,0.00020883693490030648,8,0.0014742875044919698
230,arab,2,0.00010441846745015324,8,0.0014742875044919698
1531,un,4,0.00020883693490030648,8,0.0014742875044919698
1088,ornamental,4,0.00020883693490030648,8,0.0014742875044919698
859,labelled,4,0.00020883693490030648,8,0.0014742875044919698
551,eldest,7,0.00036546463607553634,8,0.0014742875044919698
299,boundary,7,0.00036546463607553634,8,0.0014742875044919698
185,adjacent,10,0.0005220923372507662,8,0.0014742875044919698
708,giant,2,0.00010441846745015324,8,0.0014742875044919698
703,geographical,6,0.0003132554023504597,8,0.0014742875044919698
499,discarded,2,0.00010441846745015324,8,0.0014742875044919698
1543,und,4,0.00020883693490030648,8,0.0014742875044919698
585,ethical,4,0.00020883693490030648,8,0.0014742875044919698
186,administrative,33,0.0017229047129275281,8,0.0014742875044919698
1431,structural,105,0.005481969541133044,8,0.0014742875044919698
383,colour,40,0.002088369349003065,8,0.0014742875044919698
169,abstract,35,0.0018273231803776816,8,0.0014742875044919698
1182,prepared,33,0.0017229047129275281,8,0.0014742875044919698
780,illegible,12,0.0006265108047009194,8,0.0014742875044919698
254,attached,29,0.0015140677780272219,8,0.0014742875044919698
649,folded,25,0.0013052308431269156,8,0.0014742875044919698
363,classical,23,0.0012008123756767622,8,0.0014742875044919698
444,critical,39,0.002036160115277988,8,0.0014742875044919698
821,inscribed,1,5.220923372507662e-05,8,0.0014742875044919698
1605,visual,56,0.0029237170886042907,8,0.0014742875044919698
231,arabian,1,5.220923372507662e-05,8,0.0014742875044919698
1123,pedigree,1,5.220923372507662e-05,8,0.0014742875044919698
1485,therapeutic,1,5.220923372507662e-05,8,0.0014742875044919698
319,canal,1,5.220923372507662e-05,8,0.0014742875044919698
1183,presbyterian,2,0.00010441846745015324,7,0.0012900015664304735
1413,spiral,5,0.0002610461686253831,7,0.0012900015664304735
1064,older,36,0.0018795324141027583,7,0.0012900015664304735
756,historian,8,0.00041767386980061296,7,0.0012900015664304735
733,guardian,36,0.0018795324141027583,7,0.0012900015664304735
901,light,15,0.0007831385058761493,7,0.0012900015664304735
1481,theatre,35,0.0018273231803776816,7,0.0012900015664304735
209,anatomical,5,0.0002610461686253831,7,0.0012900015664304735
897,librarian,15,0.0007831385058761493,7,0.0012900015664304735
1217,provisional,16,0.0008353477396012259,7,0.0012900015664304735
761,homosexual,7,0.00036546463607553634,7,0.0012900015664304735
1608,vocal,2,0.00010441846745015324,7,0.0012900015664304735
974,middle,7,0.00036546463607553634,7,0.0012900015664304735
1551,unfinished,27,0.0014096493105770686,7,0.0012900015664304735
755,highest,1,5.220923372507662e-05,7,0.0012900015664304735
881,leaf,1,5.220923372507662e-05,7,0.0012900015664304735
1460,symmetrical,1,5.220923372507662e-05,7,0.0012900015664304735
1478,testimonial,6,0.0003132554023504597,7,0.0012900015664304735
1253,reciprocal,6,0.0003132554023504597,7,0.0012900015664304735
1300,rural,17,0.0008875569733263024,7,0.0012900015664304735
1162,portable,2,0.00010441846745015324,7,0.0012900015664304735
357,chronic,6,0.0003132554023504597,7,0.0012900015664304735
1293,rocky,2,0.00010441846745015324,7,0.0012900015664304735
344,chartered,2,0.00010441846745015324,7,0.0012900015664304735
566,enclosed,38,0.0019839508815529118,7,0.0012900015664304735
1472,temporary,15,0.0007831385058761493,7,0.0012900015664304735
1142,physician,4,0.00020883693490030648,7,0.0012900015664304735
790,impossible,10,0.0005220923372507662,7,0.0012900015664304735
1170,posthumous,10,0.0005220923372507662,7,0.0012900015664304735
1231,pure,3,0.00015662770117522986,7,0.0012900015664304735
1115,passive,3,0.00015662770117522986,7,0.0012900015664304735
1441,summary,44,0.0022972062839033713,7,0.0012900015664304735
833,interior,66,0.0034458094258550563,7,0.0012900015664304735
858,la,1,5.220923372507662e-05,7,0.0012900015664304735
720,grand,10,0.0005220923372507662,7,0.0012900015664304735
469,decorative,10,0.0005220923372507662,7,0.0012900015664304735
1264,regional,57,0.002975926322329367,7,0.0012900015664304735
242,art,10,0.0005220923372507662,7,0.0012900015664304735
1344,seventeenth,4,0.00020883693490030648,6,0.0011057156283689772
438,cover,203,0.010598474446190553,6,0.0011057156283689772
714,golden,18,0.0009397662070513792,6,0.0011057156283689772
645,floppy,17,0.0008875569733263024,6,0.0011057156283689772
452,curious,3,0.00015662770117522986,6,0.0011057156283689772
908,linear,4,0.00020883693490030648,6,0.0011057156283689772
1462,systematic,5,0.0002610461686253831,6,0.0011057156283689772
239,armorial,4,0.00020883693490030648,6,0.0011057156283689772
508,divergent,1,5.220923372507662e-05,6,0.0011057156283689772
388,commemorative,19,0.0009919754407764559,6,0.0011057156283689772
1640,wrong,7,0.00036546463607553634,6,0.0011057156283689772
1648,youngest,7,0.00036546463607553634,6,0.0011057156283689772
509,diverse,4,0.00020883693490030648,6,0.0011057156283689772
752,hierarchical,1,5.220923372507662e-05,6,0.0011057156283689772
1220,psychic,1,5.220923372507662e-05,6,0.0011057156283689772
632,fifty,4,0.00020883693490030648,6,0.0011057156283689772
1588,varied,8,0.00041767386980061296,6,0.0011057156283689772
876,latter,4,0.00020883693490030648,6,0.0011057156283689772
1096,oval,2,0.00010441846745015324,6,0.0011057156283689772
878,le,2,0.00010441846745015324,6,0.0011057156283689772
647,flower,3,0.00015662770117522986,6,0.0011057156283689772
1219,psychiatric,2,0.00010441846745015324,6,0.0011057156283689772
879,lead,5,0.0002610461686253831,6,0.0011057156283689772
385,combined,5,0.0002610461686253831,6,0.0011057156283689772
476,den,2,0.00010441846745015324,6,0.0011057156283689772
625,fellow,46,0.0024016247513535243,6,0.0011057156283689772
777,ill,29,0.0015140677780272219,6,0.0011057156283689772
558,email,28,0.0014618585443021454,6,0.0011057156283689772
1278,representative,5,0.0002610461686253831,6,0.0011057156283689772
448,cultural,50,0.0026104616862538312,6,0.0011057156283689772
730,grey,3,0.00015662770117522986,6,0.0011057156283689772
1208,proof,24,0.0012530216094018389,6,0.0011057156283689772
923,longer,3,0.00015662770117522986,6,0.0011057156283689772
956,maximum,5,0.0002610461686253831,6,0.0011057156283689772
1031,non,5,0.0002610461686253831,6,0.0011057156283689772
557,eleven,6,0.0003132554023504597,6,0.0011057156283689772
1525,type,5,0.0002610461686253831,6,0.0011057156283689772
510,doctoral,5,0.0002610461686253831,6,0.0011057156283689772
1242,rapid,2,0.00010441846745015324,6,0.0011057156283689772
523,dutch,3,0.00015662770117522986,6,0.0011057156283689772
1267,regulatory,2,0.00010441846745015324,6,0.0011057156283689772
1618,weekly,20,0.0010441846745015324,6,0.0011057156283689772
803,independent,37,0.0019317416478278348,6,0.0011057156283689772
1340,serbian,2,0.00010441846745015324,6,0.0011057156283689772
326,careful,1,5.220923372507662e-05,6,0.0011057156283689772
503,distant,1,5.220923372507662e-05,6,0.0011057156283689772
1456,swedish,12,0.0006265108047009194,6,0.0011057156283689772
244,artesian,1,5.220923372507662e-05,6,0.0011057156283689772
907,limited,14,0.0007309292721510727,6,0.0011057156283689772
512,dog,1,5.220923372507662e-05,6,0.0011057156283689772
1594,venetian,1,5.220923372507662e-05,6,0.0011057156283689772
1271,relevant,14,0.0007309292721510727,6,0.0011057156283689772
303,brazilian,1,5.220923372507662e-05,6,0.0011057156283689772
302,boy,1,5.220923372507662e-05,6,0.0011057156283689772
979,minimum,8,0.00041767386980061296,6,0.0011057156283689772
280,bible,9,0.0004698831035256896,6,0.0011057156283689772
795,inaugural,9,0.0004698831035256896,6,0.0011057156283689772
854,keen,12,0.0006265108047009194,6,0.0011057156283689772
1084,organic,1,5.220923372507662e-05,6,0.0011057156283689772
1168,postal,12,0.0006265108047009194,6,0.0011057156283689772
642,fish,14,0.0007309292721510727,6,0.0011057156283689772
553,electric,11,0.0005743015709758428,6,0.0011057156283689772
1019,nee,12,0.0006265108047009194,6,0.0011057156283689772
1428,straw,1,5.220923372507662e-05,5,0.0009214296903074811
1372,sixteenth,1,5.220923372507662e-05,5,0.0009214296903074811
334,cellular,1,5.220923372507662e-05,5,0.0009214296903074811
737,half,1,5.220923372507662e-05,5,0.0009214296903074811
504,distinct,13,0.000678720038425996,5,0.0009214296903074811
540,edited,26,0.001357440076851992,5,0.0009214296903074811
1558,unique,6,0.0003132554023504597,5,0.0009214296903074811
1364,significant,2602,0.13584842615264936,5,0.0009214296903074811
1185,presidential,6,0.0003132554023504597,5,0.0009214296903074811
1235,quarterly,6,0.0003132554023504597,5,0.0009214296903074811
695,geese,1,5.220923372507662e-05,5,0.0009214296903074811
1489,thin,6,0.0003132554023504597,5,0.0009214296903074811
1331,secular,6,0.0003132554023504597,5,0.0009214296903074811
1306,safe,6,0.0003132554023504597,5,0.0009214296903074811
1052,nutrient,1,5.220923372507662e-05,5,0.0009214296903074811
1323,se,2,0.00010441846745015324,5,0.0009214296903074811
536,ecclesiastical,4,0.00020883693490030648,5,0.0009214296903074811
416,constant,1,5.220923372507662e-05,5,0.0009214296903074811
994,ms,1,5.220923372507662e-05,5,0.0009214296903074811
1591,vast,2,0.00010441846745015324,5,0.0009214296903074811
461,das,1,5.220923372507662e-05,5,0.0009214296903074811
273,bear,4,0.00020883693490030648,5,0.0009214296903074811
1499,title,40,0.002088369349003065,5,0.0009214296903074811
594,excessive,1,5.220923372507662e-05,5,0.0009214296903074811
294,born,5,0.0002610461686253831,5,0.0009214296903074811
541,editorial,98,0.005116504905057509,5,0.0009214296903074811
1302,s,80,0.00417673869800613,5,0.0009214296903074811
668,fourteen,1,5.220923372507662e-05,5,0.0009214296903074811
1617,weak,3,0.00015662770117522986,5,0.0009214296903074811
183,address,3,0.00015662770117522986,5,0.0009214296903074811
1388,soft,56,0.0029237170886042907,5,0.0009214296903074811
1214,protective,3,0.00015662770117522986,5,0.0009214296903074811
732,gross,3,0.00015662770117522986,5,0.0009214296903074811
441,creative,55,0.002871507854879214,5,0.0009214296903074811
1128,perfect,1,5.220923372507662e-05,5,0.0009214296903074811
497,direct,12,0.0006265108047009194,5,0.0009214296903074811
1393,solo,1,5.220923372507662e-05,5,0.0009214296903074811
1122,pear,1,5.220923372507662e-05,5,0.0009214296903074811
345,chemical,1,5.220923372507662e-05,5,0.0009214296903074811
208,analytical,1,5.220923372507662e-05,5,0.0009214296903074811
1391,sole,5,0.0002610461686253831,5,0.0009214296903074811
311,broken,5,0.0002610461686253831,5,0.0009214296903074811
573,engraved,1,5.220923372507662e-05,5,0.0009214296903074811
1027,newspaper,1,5.220923372507662e-05,5,0.0009214296903074811
1356,shorter,5,0.0002610461686253831,5,0.0009214296903074811
1390,soldier,4,0.00020883693490030648,5,0.0009214296903074811
962,medieval,6,0.0003132554023504597,5,0.0009214296903074811
818,ink,11,0.0005743015709758428,5,0.0009214296903074811
317,caledonian,8,0.00041767386980061296,5,0.0009214296903074811
1172,powerful,2,0.00010441846745015324,5,0.0009214296903074811
1091,outdoor,2,0.00010441846745015324,5,0.0009214296903074811
1520,twentieth,2,0.00010441846745015324,5,0.0009214296903074811
471,defective,2,0.00010441846745015324,5,0.0009214296903074811
989,moral,6,0.0003132554023504597,5,0.0009214296903074811
1030,noble,2,0.00010441846745015324,5,0.0009214296903074811
310,broader,2,0.00010441846745015324,5,0.0009214296903074811
1310,sample,7,0.00036546463607553634,5,0.0009214296903074811
491,diet,2,0.00010441846745015324,5,0.0009214296903074811
417,constitutional,8,0.00041767386980061296,5,0.0009214296903074811
232,archaeological,18,0.0009397662070513792,5,0.0009214296903074811
1186,press,8,0.00041767386980061296,5,0.0009214296903074811
1446,supplementary,8,0.00041767386980061296,5,0.0009214296903074811
1613,wartime,8,0.00041767386980061296,5,0.0009214296903074811
565,empty,8,0.00041767386980061296,5,0.0009214296903074811
1325,seated,19,0.0009919754407764559,5,0.0009214296903074811
1377,skin,2,0.00010441846745015324,5,0.0009214296903074811
1024,net,14,0.0007309292721510727,5,0.0009214296903074811
283,big,20,0.0010441846745015324,5,0.0009214296903074811
1420,standard,6,0.0003132554023504597,5,0.0009214296903074811
605,exterior,14,0.0007309292721510727,5,0.0009214296903074811
1363,signed,19,0.0009919754407764559,5,0.0009214296903074811
856,known,2,0.00010441846745015324,5,0.0009214296903074811
1570,unsuccessful,19,0.0009919754407764559,5,0.0009214296903074811
1006,n,1,5.220923372507662e-05,4,0.0007371437522459849
402,comprehensive,20,0.0010441846745015324,4,0.0007371437522459849
954,maternal,2,0.00010441846745015324,4,0.0007371437522459849
221,antiquary,2,0.00010441846745015324,4,0.0007371437522459849
1476,terrible,3,0.00015662770117522986,4,0.0007371437522459849
1056,obscene,2,0.00010441846745015324,4,0.0007371437522459849
356,chromosomal,1,5.220923372507662e-05,4,0.0007371437522459849
180,acute,3,0.00015662770117522986,4,0.0007371437522459849
1065,oldest,2,0.00010441846745015324,4,0.0007371437522459849
1286,reverse,3,0.00015662770117522986,4,0.0007371437522459849
475,democratic,2,0.00010441846745015324,4,0.0007371437522459849
1212,prose,12,0.0006265108047009194,4,0.0007371437522459849
1043,noted,12,0.0006265108047009194,4,0.0007371437522459849
264,autographs,1,5.220923372507662e-05,4,0.0007371437522459849
1119,patio,1,5.220923372507662e-05,4,0.0007371437522459849
479,departmental,2,0.00010441846745015324,4,0.0007371437522459849
456,cystic,1,5.220923372507662e-05,4,0.0007371437522459849
366,climatic,2,0.00010441846745015324,4,0.0007371437522459849
382,colonial,3,0.00015662770117522986,4,0.0007371437522459849
864,lamb,1,5.220923372507662e-05,4,0.0007371437522459849
288,birthday,15,0.0007831385058761493,4,0.0007371437522459849
458,dangerous,1,5.220923372507662e-05,4,0.0007371437522459849
988,monthly,56,0.0029237170886042907,4,0.0007371437522459849
166,above,5,0.0002610461686253831,4,0.0007371437522459849
783,illustrated,15,0.0007831385058761493,4,0.0007371437522459849
1574,unused,2,0.00010441846745015324,4,0.0007371437522459849
1281,request,3,0.00015662770117522986,4,0.0007371437522459849
1614,watercolour,250,0.013052308431269154,4,0.0007371437522459849
1200,profile,10,0.0005220923372507662,4,0.0007371437522459849
1573,untitled,58,0.0030281355560544438,4,0.0007371437522459849
