,description_id,adj_count,adv_count
4338.0,4338,1.0,0.0
4339.0,4339,1.0,0.0
4343.0,4343,1.0,0.0
4345.0,4345,1.0,0.0
4350.0,4350,2.0,0.0
4351.0,4351,8.0,3.0
,4352,0.0,1.0
4354.0,4354,1.0,0.0
4355.0,4355,1.0,0.0
4356.0,4356,2.0,1.0
4358.0,4358,1.0,0.0
4359.0,4359,10.0,2.0
4360.0,4360,1.0,0.0
4361.0,4361,1.0,0.0
4363.0,4363,1.0,1.0
4364.0,4364,9.0,3.0
4365.0,4365,2.0,0.0
4366.0,4366,3.0,0.0
4367.0,4367,1.0,0.0
4369.0,4369,3.0,0.0
4370.0,4370,1.0,2.0
4371.0,4371,3.0,1.0
4372.0,4372,1.0,1.0
4374.0,4374,1.0,4.0
,4375,0.0,2.0
4377.0,4377,10.0,0.0
4378.0,4378,2.0,0.0
4379.0,4379,1.0,0.0
4380.0,4380,3.0,0.0
4381.0,4381,2.0,1.0
4384.0,4384,2.0,0.0
4387.0,4387,2.0,1.0
4389.0,4389,1.0,0.0
4391.0,4391,6.0,0.0
4392.0,4392,7.0,2.0
4393.0,4393,3.0,3.0
4394.0,4394,1.0,0.0
4395.0,4395,1.0,2.0
4396.0,4396,1.0,1.0
4397.0,4397,1.0,0.0
4399.0,4399,2.0,1.0
4400.0,4400,10.0,6.0
4403.0,4403,4.0,1.0
4404.0,4404,1.0,0.0
4405.0,4405,4.0,0.0
4406.0,4406,9.0,3.0
,4408,0.0,1.0
4410.0,4410,1.0,0.0
4412.0,4412,3.0,2.0
4413.0,4413,1.0,0.0
4414.0,4414,1.0,0.0
4415.0,4415,1.0,1.0
4416.0,4416,4.0,0.0
4418.0,4418,2.0,3.0
4419.0,4419,3.0,1.0
4420.0,4420,1.0,0.0
,4421,0.0,1.0
4422.0,4422,14.0,0.0
4423.0,4423,3.0,3.0
4424.0,4424,10.0,0.0
4425.0,4425,1.0,1.0
4426.0,4426,1.0,0.0
4427.0,4427,4.0,1.0
4428.0,4428,1.0,0.0
,4430,0.0,2.0
,4431,0.0,1.0
,4432,0.0,1.0
4433.0,4433,2.0,0.0
4437.0,4437,4.0,0.0
4438.0,4438,1.0,2.0
4439.0,4439,2.0,1.0
4440.0,4440,1.0,0.0
4441.0,4441,1.0,0.0
4442.0,4442,27.0,8.0
4443.0,4443,1.0,0.0
4444.0,4444,17.0,7.0
4446.0,4446,4.0,1.0
4447.0,4447,2.0,1.0
4448.0,4448,8.0,1.0
4449.0,4449,2.0,0.0
4451.0,4451,1.0,0.0
,4453,0.0,1.0
4454.0,4454,4.0,1.0
4455.0,4455,1.0,1.0
4456.0,4456,2.0,0.0
4457.0,4457,15.0,4.0
4458.0,4458,1.0,2.0
4459.0,4459,1.0,1.0
4461.0,4461,2.0,0.0
4462.0,4462,7.0,2.0
4463.0,4463,4.0,0.0
4464.0,4464,1.0,1.0
4466.0,4466,1.0,0.0
4467.0,4467,1.0,1.0
4469.0,4469,1.0,0.0
4470.0,4470,4.0,0.0
4471.0,4471,5.0,0.0
4473.0,4473,2.0,0.0
4480.0,4480,23.0,9.0
4481.0,4481,1.0,0.0
4483.0,4483,8.0,7.0
4484.0,4484,1.0,0.0
4487.0,4487,2.0,0.0
4488.0,4488,1.0,0.0
4489.0,4489,1.0,1.0
4490.0,4490,2.0,0.0
4491.0,4491,2.0,0.0
4494.0,4494,5.0,0.0
4495.0,4495,1.0,2.0
4496.0,4496,2.0,0.0
,4497,0.0,1.0
4498.0,4498,1.0,0.0
4499.0,4499,21.0,1.0
4500.0,4500,5.0,0.0
4501.0,4501,5.0,0.0
4502.0,4502,5.0,1.0
4503.0,4503,1.0,0.0
,4505,0.0,1.0
,4506,0.0,2.0
4507.0,4507,4.0,2.0
4508.0,4508,3.0,0.0
4510.0,4510,13.0,6.0
4511.0,4511,1.0,0.0
4512.0,4512,1.0,0.0
4513.0,4513,2.0,0.0
,4514,0.0,5.0
4516.0,4516,1.0,0.0
4517.0,4517,2.0,2.0
4519.0,4519,1.0,0.0
4520.0,4520,5.0,0.0
4521.0,4521,6.0,2.0
4523.0,4523,1.0,0.0
4526.0,4526,1.0,0.0
4527.0,4527,1.0,0.0
4528.0,4528,1.0,0.0
4530.0,4530,1.0,0.0
4531.0,4531,1.0,0.0
4532.0,4532,2.0,0.0
4533.0,4533,2.0,0.0
4534.0,4534,11.0,3.0
4535.0,4535,11.0,4.0
4537.0,4537,1.0,0.0
4538.0,4538,13.0,5.0
4539.0,4539,22.0,7.0
4540.0,4540,8.0,7.0
4542.0,4542,1.0,0.0
4544.0,4544,3.0,0.0
4545.0,4545,3.0,5.0
4546.0,4546,3.0,1.0
4547.0,4547,2.0,0.0
,4548,0.0,1.0
,4549,0.0,2.0
4550.0,4550,7.0,2.0
4551.0,4551,1.0,0.0
4552.0,4552,19.0,6.0
4553.0,4553,3.0,0.0
4554.0,4554,5.0,0.0
4555.0,4555,5.0,0.0
4556.0,4556,1.0,0.0
4557.0,4557,3.0,0.0
4558.0,4558,1.0,0.0
4559.0,4559,1.0,0.0
4560.0,4560,1.0,0.0
4561.0,4561,2.0,1.0
,4562,0.0,2.0
4563.0,4563,1.0,0.0
4564.0,4564,3.0,1.0
4567.0,4567,1.0,2.0
4568.0,4568,3.0,0.0
4569.0,4569,3.0,0.0
4570.0,4570,4.0,0.0
4571.0,4571,2.0,1.0
4572.0,4572,1.0,0.0
4573.0,4573,1.0,0.0
4574.0,4574,5.0,0.0
4575.0,4575,3.0,5.0
4576.0,4576,23.0,6.0
4577.0,4577,15.0,7.0
4578.0,4578,4.0,1.0
4580.0,4580,3.0,2.0
4582.0,4582,7.0,2.0
4583.0,4583,1.0,0.0
4584.0,4584,1.0,1.0
4585.0,4585,2.0,1.0
,4588,0.0,1.0
4589.0,4589,3.0,0.0
4591.0,4591,2.0,1.0
4592.0,4592,1.0,2.0
4593.0,4593,1.0,0.0
4594.0,4594,4.0,3.0
4595.0,4595,2.0,1.0
4596.0,4596,3.0,2.0
4597.0,4597,2.0,0.0
4598.0,4598,17.0,0.0
4600.0,4600,4.0,2.0
4601.0,4601,2.0,2.0
4602.0,4602,4.0,2.0
4603.0,4603,2.0,1.0
4604.0,4604,2.0,0.0
4605.0,4605,4.0,4.0
4606.0,4606,1.0,1.0
4607.0,4607,8.0,3.0
4608.0,4608,3.0,0.0
4609.0,4609,2.0,0.0
4610.0,4610,2.0,3.0
4611.0,4611,1.0,2.0
4612.0,4612,2.0,1.0
4613.0,4613,11.0,0.0
4614.0,4614,2.0,1.0
4616.0,4616,1.0,0.0
4617.0,4617,2.0,0.0
4618.0,4618,4.0,4.0
4619.0,4619,8.0,1.0
4622.0,4622,2.0,0.0
4623.0,4623,6.0,2.0
4624.0,4624,1.0,0.0
4626.0,4626,3.0,0.0
4627.0,4627,2.0,0.0
4628.0,4628,7.0,0.0
4629.0,4629,3.0,0.0
,4630,0.0,1.0
4631.0,4631,1.0,2.0
4632.0,4632,4.0,6.0
4634.0,4634,2.0,0.0
4635.0,4635,2.0,0.0
4636.0,4636,4.0,1.0
4637.0,4637,2.0,1.0
4638.0,4638,1.0,0.0
4639.0,4639,3.0,0.0
4640.0,4640,2.0,1.0
4641.0,4641,4.0,0.0
4642.0,4642,3.0,1.0
4643.0,4643,1.0,2.0
4645.0,4645,3.0,0.0
4646.0,4646,2.0,0.0
4648.0,4648,1.0,0.0
,4649,0.0,2.0
4650.0,4650,2.0,0.0
,4651,0.0,2.0
4652.0,4652,1.0,0.0
,4653,0.0,2.0
4654.0,4654,9.0,1.0
4655.0,4655,5.0,2.0
4656.0,4656,10.0,6.0
4657.0,4657,3.0,2.0
4658.0,4658,3.0,0.0
4659.0,4659,8.0,6.0
4660.0,4660,7.0,2.0
4661.0,4661,6.0,3.0
4664.0,4664,2.0,0.0
4665.0,4665,6.0,4.0
4666.0,4666,1.0,0.0
4667.0,4667,1.0,3.0
4668.0,4668,11.0,0.0
4669.0,4669,11.0,3.0
4670.0,4670,1.0,0.0
4671.0,4671,7.0,1.0
4672.0,4672,2.0,0.0
4673.0,4673,3.0,0.0
4674.0,4674,2.0,0.0
4675.0,4675,3.0,1.0
4677.0,4677,2.0,0.0
4678.0,4678,2.0,0.0
4681.0,4681,3.0,0.0
4682.0,4682,1.0,0.0
4683.0,4683,6.0,0.0
4684.0,4684,5.0,3.0
4686.0,4686,1.0,1.0
4688.0,4688,1.0,1.0
4689.0,4689,2.0,1.0
,4690,0.0,2.0
4692.0,4692,1.0,3.0
4693.0,4693,1.0,0.0
4694.0,4694,1.0,1.0
4695.0,4695,1.0,0.0
4698.0,4698,3.0,0.0
4699.0,4699,2.0,1.0
,4700,0.0,1.0
4703.0,4703,1.0,0.0
4705.0,4705,4.0,0.0
4707.0,4707,1.0,2.0
4709.0,4709,1.0,4.0
,4711,0.0,1.0
4712.0,4712,4.0,2.0
4713.0,4713,2.0,0.0
4715.0,4715,2.0,1.0
4716.0,4716,1.0,2.0
4717.0,4717,2.0,0.0
4719.0,4719,2.0,1.0
4722.0,4722,1.0,0.0
4724.0,4724,1.0,0.0
,4725,0.0,2.0
4726.0,4726,5.0,4.0
4728.0,4728,1.0,0.0
,4730,0.0,1.0
4732.0,4732,73.0,34.0
4733.0,4733,2.0,2.0
4735.0,4735,2.0,0.0
4737.0,4737,1.0,0.0
,4738,0.0,1.0
4741.0,4741,1.0,0.0
4743.0,4743,1.0,0.0
4745.0,4745,2.0,0.0
4746.0,4746,1.0,0.0
4747.0,4747,3.0,3.0
4748.0,4748,1.0,0.0
4749.0,4749,1.0,1.0
4751.0,4751,6.0,3.0
,4752,0.0,1.0
4753.0,4753,2.0,0.0
4754.0,4754,5.0,4.0
4755.0,4755,5.0,0.0
,4756,0.0,1.0
,4761,0.0,1.0
4762.0,4762,1.0,0.0
4763.0,4763,1.0,3.0
4766.0,4766,7.0,1.0
4767.0,4767,1.0,2.0
4768.0,4768,1.0,1.0
4769.0,4769,2.0,0.0
4771.0,4771,8.0,4.0
4772.0,4772,3.0,3.0
4774.0,4774,1.0,0.0
4775.0,4775,1.0,0.0
4776.0,4776,13.0,1.0
4777.0,4777,11.0,3.0
4778.0,4778,1.0,0.0
4779.0,4779,1.0,0.0
4781.0,4781,7.0,1.0
4782.0,4782,2.0,4.0
4783.0,4783,1.0,0.0
4784.0,4784,1.0,0.0
4785.0,4785,1.0,0.0
4786.0,4786,1.0,0.0
4787.0,4787,5.0,1.0
4788.0,4788,1.0,0.0
4789.0,4789,1.0,0.0
4791.0,4791,4.0,0.0
4792.0,4792,3.0,2.0
4793.0,4793,1.0,0.0
4794.0,4794,1.0,0.0
4795.0,4795,1.0,0.0
4796.0,4796,1.0,0.0
4797.0,4797,2.0,1.0
4798.0,4798,1.0,0.0
4799.0,4799,1.0,0.0
4801.0,4801,2.0,0.0
4802.0,4802,3.0,1.0
4803.0,4803,1.0,0.0
4804.0,4804,1.0,0.0
4806.0,4806,10.0,1.0
,4807,0.0,1.0
4808.0,4808,1.0,0.0
4809.0,4809,1.0,0.0
4810.0,4810,2.0,0.0
4811.0,4811,6.0,0.0
4812.0,4812,11.0,6.0
4813.0,4813,1.0,0.0
4814.0,4814,1.0,0.0
4816.0,4816,7.0,3.0
4817.0,4817,10.0,7.0
4818.0,4818,1.0,0.0
4819.0,4819,1.0,0.0
,4825,0.0,1.0
4830.0,4830,1.0,0.0
,4831,0.0,1.0
4836.0,4836,1.0,0.0
4838.0,4838,1.0,0.0
4839.0,4839,1.0,0.0
4841.0,4841,1.0,0.0
4844.0,4844,1.0,0.0
4849.0,4849,2.0,0.0
4850.0,4850,2.0,0.0
4851.0,4851,2.0,0.0
4852.0,4852,1.0,0.0
4853.0,4853,1.0,0.0
4855.0,4855,1.0,0.0
4857.0,4857,4.0,0.0
4858.0,4858,2.0,0.0
4859.0,4859,2.0,0.0
4860.0,4860,3.0,0.0
4861.0,4861,2.0,0.0
4863.0,4863,2.0,0.0
4864.0,4864,1.0,0.0
4865.0,4865,2.0,0.0
4866.0,4866,2.0,0.0
4868.0,4868,3.0,0.0
4869.0,4869,3.0,0.0
4870.0,4870,3.0,0.0
4871.0,4871,3.0,0.0
4872.0,4872,5.0,0.0
4873.0,4873,2.0,0.0
4874.0,4874,1.0,0.0
4875.0,4875,3.0,0.0
4876.0,4876,1.0,0.0
4877.0,4877,2.0,0.0
4878.0,4878,2.0,0.0
4879.0,4879,4.0,0.0
4880.0,4880,1.0,1.0
4881.0,4881,2.0,0.0
4882.0,4882,2.0,0.0
4884.0,4884,1.0,1.0
4885.0,4885,1.0,1.0
4886.0,4886,1.0,0.0
4887.0,4887,1.0,0.0
4888.0,4888,1.0,0.0
4889.0,4889,2.0,0.0
4890.0,4890,1.0,0.0
4891.0,4891,2.0,0.0
4892.0,4892,3.0,0.0
4894.0,4894,1.0,1.0
4895.0,4895,1.0,0.0
4898.0,4898,2.0,0.0
4899.0,4899,5.0,0.0
4900.0,4900,4.0,0.0
4901.0,4901,5.0,1.0
4908.0,4908,2.0,0.0
4909.0,4909,3.0,0.0
4910.0,4910,3.0,0.0
4911.0,4911,3.0,0.0
4912.0,4912,3.0,0.0
4913.0,4913,4.0,0.0
4914.0,4914,2.0,0.0
4915.0,4915,2.0,0.0
4916.0,4916,2.0,0.0
4917.0,4917,3.0,0.0
4918.0,4918,2.0,1.0
4920.0,4920,4.0,0.0
4921.0,4921,3.0,0.0
4922.0,4922,3.0,0.0
4924.0,4924,3.0,0.0
4925.0,4925,3.0,0.0
4927.0,4927,1.0,0.0
4928.0,4928,4.0,0.0
4929.0,4929,2.0,0.0
4930.0,4930,3.0,0.0
4931.0,4931,1.0,0.0
4932.0,4932,4.0,0.0
4933.0,4933,3.0,0.0
4934.0,4934,1.0,0.0
4935.0,4935,1.0,0.0
4936.0,4936,1.0,0.0
4937.0,4937,2.0,1.0
4938.0,4938,2.0,0.0
4939.0,4939,5.0,0.0
4940.0,4940,5.0,1.0
4941.0,4941,3.0,0.0
4942.0,4942,1.0,0.0
4943.0,4943,4.0,0.0
4944.0,4944,4.0,0.0
4945.0,4945,1.0,0.0
4946.0,4946,5.0,0.0
4947.0,4947,1.0,0.0
4948.0,4948,2.0,0.0
4949.0,4949,4.0,0.0
4950.0,4950,4.0,0.0
4951.0,4951,1.0,0.0
4952.0,4952,1.0,0.0
4953.0,4953,2.0,0.0
4954.0,4954,1.0,0.0
4955.0,4955,2.0,0.0
4956.0,4956,1.0,0.0
4957.0,4957,1.0,0.0
4958.0,4958,2.0,0.0
4959.0,4959,1.0,0.0
4960.0,4960,2.0,0.0
4961.0,4961,2.0,0.0
4962.0,4962,2.0,0.0
4963.0,4963,1.0,0.0
4964.0,4964,1.0,0.0
4965.0,4965,1.0,0.0
4966.0,4966,1.0,0.0
4967.0,4967,1.0,0.0
4968.0,4968,1.0,0.0
4970.0,4970,2.0,0.0
4971.0,4971,1.0,0.0
4972.0,4972,5.0,0.0
4973.0,4973,5.0,0.0
4974.0,4974,1.0,0.0
4975.0,4975,2.0,0.0
4976.0,4976,1.0,0.0
4977.0,4977,2.0,0.0
4978.0,4978,1.0,0.0
4979.0,4979,2.0,0.0
4980.0,4980,1.0,0.0
4981.0,4981,2.0,0.0
4982.0,4982,1.0,0.0
4984.0,4984,2.0,0.0
4985.0,4985,2.0,0.0
4986.0,4986,2.0,0.0
4987.0,4987,2.0,0.0
4988.0,4988,2.0,0.0
4990.0,4990,3.0,0.0
4991.0,4991,1.0,0.0
4992.0,4992,1.0,0.0
4993.0,4993,1.0,0.0
4994.0,4994,2.0,0.0
4995.0,4995,2.0,0.0
4996.0,4996,1.0,0.0
4997.0,4997,2.0,1.0
4998.0,4998,6.0,0.0
4999.0,4999,3.0,0.0
5000.0,5000,3.0,0.0
5001.0,5001,5.0,1.0
5002.0,5002,1.0,0.0
5003.0,5003,2.0,0.0
5004.0,5004,1.0,0.0
5005.0,5005,2.0,0.0
5006.0,5006,5.0,0.0
5007.0,5007,1.0,0.0
5008.0,5008,2.0,0.0
5009.0,5009,2.0,0.0
5010.0,5010,3.0,0.0
5011.0,5011,1.0,0.0
5012.0,5012,4.0,1.0
5013.0,5013,1.0,0.0
5014.0,5014,4.0,0.0
5015.0,5015,6.0,0.0
5016.0,5016,2.0,0.0
5017.0,5017,4.0,0.0
5018.0,5018,2.0,0.0
5019.0,5019,1.0,0.0
5021.0,5021,2.0,0.0
5022.0,5022,3.0,0.0
5024.0,5024,3.0,0.0
5025.0,5025,2.0,0.0
5026.0,5026,3.0,0.0
5028.0,5028,2.0,1.0
5029.0,5029,5.0,0.0
5030.0,5030,4.0,0.0
5031.0,5031,1.0,0.0
5032.0,5032,3.0,0.0
5033.0,5033,2.0,2.0
5034.0,5034,1.0,0.0
5036.0,5036,1.0,0.0
5037.0,5037,2.0,0.0
5038.0,5038,2.0,0.0
5039.0,5039,6.0,1.0
5040.0,5040,4.0,0.0
5041.0,5041,6.0,0.0
5042.0,5042,1.0,0.0
5043.0,5043,2.0,0.0
5044.0,5044,2.0,0.0
5045.0,5045,1.0,0.0
5046.0,5046,2.0,0.0
5047.0,5047,2.0,0.0
5049.0,5049,3.0,0.0
5050.0,5050,4.0,0.0
5051.0,5051,7.0,1.0
5052.0,5052,5.0,0.0
5053.0,5053,4.0,0.0
5054.0,5054,1.0,0.0
5055.0,5055,3.0,0.0
5056.0,5056,2.0,0.0
5057.0,5057,2.0,0.0
5058.0,5058,2.0,0.0
5059.0,5059,2.0,0.0
5060.0,5060,5.0,0.0
5061.0,5061,3.0,0.0
5062.0,5062,1.0,0.0
5063.0,5063,2.0,0.0
5064.0,5064,2.0,0.0
5065.0,5065,3.0,1.0
5067.0,5067,3.0,1.0
5068.0,5068,5.0,0.0
5069.0,5069,1.0,0.0
5070.0,5070,5.0,0.0
5071.0,5071,3.0,0.0
5073.0,5073,1.0,0.0
5074.0,5074,5.0,0.0
5075.0,5075,1.0,0.0
5076.0,5076,5.0,0.0
5077.0,5077,2.0,0.0
5078.0,5078,1.0,0.0
5079.0,5079,1.0,0.0
5080.0,5080,3.0,0.0
5082.0,5082,4.0,0.0
5083.0,5083,4.0,0.0
5084.0,5084,4.0,0.0
,5085,0.0,1.0
5086.0,5086,1.0,0.0
5087.0,5087,3.0,0.0
5088.0,5088,1.0,0.0
5089.0,5089,1.0,0.0
5090.0,5090,2.0,0.0
5091.0,5091,2.0,0.0
5092.0,5092,4.0,0.0
5093.0,5093,2.0,0.0
5094.0,5094,2.0,0.0
5095.0,5095,5.0,0.0
5096.0,5096,4.0,1.0
5097.0,5097,2.0,0.0
5098.0,5098,1.0,0.0
5099.0,5099,3.0,0.0
5100.0,5100,3.0,0.0
5101.0,5101,4.0,0.0
5102.0,5102,3.0,1.0
5103.0,5103,2.0,0.0
5104.0,5104,3.0,0.0
5105.0,5105,1.0,0.0
5106.0,5106,5.0,0.0
5107.0,5107,3.0,0.0
5108.0,5108,1.0,0.0
5110.0,5110,1.0,0.0
5111.0,5111,2.0,0.0
5112.0,5112,6.0,0.0
5113.0,5113,1.0,0.0
5115.0,5115,1.0,0.0
5116.0,5116,2.0,0.0
5117.0,5117,1.0,0.0
5119.0,5119,4.0,0.0
5122.0,5122,1.0,0.0
5123.0,5123,1.0,0.0
5124.0,5124,3.0,0.0
5125.0,5125,2.0,0.0
,5126,0.0,1.0
5127.0,5127,2.0,0.0
5129.0,5129,1.0,0.0
5130.0,5130,1.0,0.0
5133.0,5133,2.0,0.0
5134.0,5134,1.0,1.0
5136.0,5136,1.0,0.0
5137.0,5137,1.0,0.0
5138.0,5138,1.0,0.0
5139.0,5139,2.0,0.0
5140.0,5140,2.0,0.0
5145.0,5145,1.0,0.0
5153.0,5153,1.0,0.0
5178.0,5178,2.0,1.0
5179.0,5179,1.0,0.0
5180.0,5180,2.0,0.0
5181.0,5181,2.0,0.0
5182.0,5182,1.0,0.0
5183.0,5183,3.0,0.0
5184.0,5184,1.0,0.0
5185.0,5185,1.0,0.0
5187.0,5187,1.0,0.0
5188.0,5188,1.0,0.0
5190.0,5190,1.0,0.0
5191.0,5191,1.0,0.0
5207.0,5207,1.0,0.0
5208.0,5208,1.0,0.0
5210.0,5210,1.0,0.0
5211.0,5211,1.0,0.0
,5212,0.0,1.0
5214.0,5214,1.0,0.0
5217.0,5217,1.0,0.0
5218.0,5218,2.0,0.0
5224.0,5224,1.0,0.0
5225.0,5225,6.0,0.0
5228.0,5228,18.0,3.0
5229.0,5229,1.0,0.0
5230.0,5230,1.0,0.0
5232.0,5232,1.0,1.0
5233.0,5233,12.0,0.0
5234.0,5234,5.0,1.0
5235.0,5235,1.0,0.0
5236.0,5236,5.0,0.0
5237.0,5237,2.0,1.0
5238.0,5238,3.0,0.0
5239.0,5239,1.0,0.0
5240.0,5240,3.0,1.0
5242.0,5242,1.0,0.0
5243.0,5243,1.0,0.0
,5244,0.0,1.0
5245.0,5245,4.0,0.0
5246.0,5246,12.0,0.0
5247.0,5247,1.0,2.0
5248.0,5248,1.0,0.0
5249.0,5249,3.0,1.0
5250.0,5250,5.0,1.0
5251.0,5251,2.0,1.0
5253.0,5253,15.0,0.0
5255.0,5255,1.0,0.0
5256.0,5256,15.0,3.0
5257.0,5257,1.0,0.0
5259.0,5259,2.0,0.0
5260.0,5260,2.0,1.0
5261.0,5261,8.0,1.0
5262.0,5262,2.0,1.0
5263.0,5263,1.0,1.0
5266.0,5266,1.0,0.0
5267.0,5267,1.0,0.0
5268.0,5268,9.0,0.0
5269.0,5269,18.0,0.0
,5270,0.0,1.0
5271.0,5271,2.0,1.0
5274.0,5274,2.0,0.0
5275.0,5275,6.0,1.0
,5276,0.0,1.0
5277.0,5277,4.0,2.0
5278.0,5278,3.0,0.0
5280.0,5280,7.0,0.0
5281.0,5281,20.0,0.0
5282.0,5282,1.0,0.0
5283.0,5283,9.0,1.0
5284.0,5284,2.0,1.0
5286.0,5286,11.0,0.0
5287.0,5287,2.0,0.0
5289.0,5289,5.0,0.0
5290.0,5290,1.0,0.0
5291.0,5291,1.0,1.0
5293.0,5293,11.0,0.0
5294.0,5294,2.0,0.0
5295.0,5295,4.0,0.0
5296.0,5296,4.0,1.0
,5297,0.0,1.0
5299.0,5299,1.0,0.0
5300.0,5300,1.0,0.0
5302.0,5302,5.0,0.0
,5303,0.0,1.0
5304.0,5304,1.0,0.0
5305.0,5305,1.0,0.0
5306.0,5306,12.0,0.0
5307.0,5307,1.0,0.0
5308.0,5308,2.0,0.0
5309.0,5309,1.0,0.0
5310.0,5310,1.0,1.0
5311.0,5311,6.0,0.0
5313.0,5313,3.0,0.0
5314.0,5314,12.0,0.0
5315.0,5315,1.0,0.0
5316.0,5316,1.0,0.0
5318.0,5318,4.0,2.0
5320.0,5320,19.0,1.0
5321.0,5321,2.0,1.0
5322.0,5322,20.0,4.0
5323.0,5323,8.0,0.0
5324.0,5324,17.0,0.0
5326.0,5326,1.0,0.0
5327.0,5327,2.0,2.0
5329.0,5329,3.0,1.0
5330.0,5330,1.0,0.0
,5331,0.0,1.0
5332.0,5332,13.0,0.0
5333.0,5333,3.0,0.0
5334.0,5334,2.0,1.0
5336.0,5336,1.0,0.0
5337.0,5337,2.0,1.0
5338.0,5338,2.0,0.0
5339.0,5339,7.0,2.0
,5340,0.0,1.0
5342.0,5342,6.0,1.0
5343.0,5343,1.0,1.0
5344.0,5344,1.0,1.0
5345.0,5345,4.0,1.0
5346.0,5346,1.0,1.0
5347.0,5347,4.0,0.0
5349.0,5349,1.0,1.0
5350.0,5350,2.0,1.0
5353.0,5353,2.0,0.0
5354.0,5354,1.0,0.0
5355.0,5355,1.0,3.0
5356.0,5356,18.0,0.0
5357.0,5357,7.0,0.0
5358.0,5358,1.0,0.0
5359.0,5359,3.0,3.0
5360.0,5360,12.0,1.0
,5362,0.0,3.0
5364.0,5364,1.0,0.0
5365.0,5365,2.0,0.0
5366.0,5366,6.0,1.0
,5367,0.0,1.0
5369.0,5369,1.0,0.0
5370.0,5370,2.0,2.0
5372.0,5372,8.0,1.0
5373.0,5373,2.0,0.0
5376.0,5376,2.0,0.0
5377.0,5377,5.0,0.0
5378.0,5378,1.0,0.0
5379.0,5379,1.0,0.0
5380.0,5380,3.0,1.0
5381.0,5381,2.0,0.0
5382.0,5382,1.0,0.0
5383.0,5383,5.0,1.0
5385.0,5385,1.0,2.0
5387.0,5387,1.0,0.0
5388.0,5388,1.0,0.0
5389.0,5389,2.0,1.0
5390.0,5390,2.0,0.0
5391.0,5391,3.0,0.0
5392.0,5392,2.0,0.0
5393.0,5393,2.0,0.0
5396.0,5396,1.0,0.0
5397.0,5397,1.0,0.0
5398.0,5398,3.0,0.0
5399.0,5399,10.0,5.0
5400.0,5400,15.0,3.0
5401.0,5401,2.0,0.0
5402.0,5402,25.0,6.0
5403.0,5403,1.0,0.0
5405.0,5405,1.0,0.0
5407.0,5407,1.0,0.0
5408.0,5408,2.0,0.0
5409.0,5409,1.0,0.0
5410.0,5410,2.0,2.0
5414.0,5414,1.0,0.0
5415.0,5415,2.0,0.0
5417.0,5417,21.0,7.0
5419.0,5419,2.0,0.0
5420.0,5420,2.0,0.0
5421.0,5421,2.0,2.0
5422.0,5422,2.0,1.0
5423.0,5423,3.0,1.0
5424.0,5424,4.0,0.0
5425.0,5425,1.0,0.0
5426.0,5426,3.0,0.0
5427.0,5427,11.0,5.0
,5429,0.0,1.0
5430.0,5430,1.0,0.0
5432.0,5432,1.0,0.0
5435.0,5435,2.0,0.0
5436.0,5436,1.0,0.0
5437.0,5437,19.0,3.0
5438.0,5438,4.0,0.0
5440.0,5440,1.0,0.0
5441.0,5441,3.0,0.0
,5443,0.0,2.0
5444.0,5444,10.0,1.0
5447.0,5447,1.0,0.0
5448.0,5448,1.0,0.0
5450.0,5450,3.0,1.0
5452.0,5452,1.0,0.0
5453.0,5453,5.0,3.0
5455.0,5455,5.0,0.0
5456.0,5456,1.0,1.0
5457.0,5457,3.0,1.0
5458.0,5458,1.0,0.0
5460.0,5460,1.0,0.0
5461.0,5461,1.0,0.0
5462.0,5462,2.0,0.0
5464.0,5464,6.0,0.0
5467.0,5467,1.0,0.0
5468.0,5468,1.0,0.0
5469.0,5469,8.0,1.0
5470.0,5470,3.0,0.0
5471.0,5471,1.0,0.0
5472.0,5472,1.0,0.0
5474.0,5474,5.0,4.0
5475.0,5475,18.0,5.0
5476.0,5476,1.0,0.0
5477.0,5477,1.0,0.0
5478.0,5478,1.0,0.0
5479.0,5479,6.0,0.0
5480.0,5480,19.0,5.0
5481.0,5481,1.0,0.0
5482.0,5482,1.0,0.0
5483.0,5483,2.0,0.0
5484.0,5484,31.0,2.0
5485.0,5485,7.0,0.0
5486.0,5486,1.0,0.0
5487.0,5487,1.0,0.0
5488.0,5488,1.0,0.0
5489.0,5489,14.0,2.0
5490.0,5490,9.0,3.0
5491.0,5491,1.0,0.0
5492.0,5492,1.0,0.0
5493.0,5493,1.0,0.0
5494.0,5494,6.0,0.0
5495.0,5495,14.0,4.0
5496.0,5496,1.0,0.0
5497.0,5497,1.0,0.0
5498.0,5498,1.0,0.0
5499.0,5499,9.0,7.0
5500.0,5500,22.0,12.0
5501.0,5501,1.0,0.0
5502.0,5502,1.0,0.0
5504.0,5504,3.0,2.0
5505.0,5505,10.0,7.0
5506.0,5506,1.0,0.0
5507.0,5507,1.0,0.0
5508.0,5508,1.0,0.0
5509.0,5509,34.0,2.0
5510.0,5510,17.0,6.0
5511.0,5511,1.0,0.0
5512.0,5512,1.0,0.0
5514.0,5514,2.0,0.0
5515.0,5515,8.0,2.0
5516.0,5516,1.0,0.0
5518.0,5518,1.0,0.0
5519.0,5519,24.0,4.0
5520.0,5520,1.0,0.0
5522.0,5522,2.0,0.0
5523.0,5523,7.0,8.0
5524.0,5524,1.0,0.0
