description_id,eadid,field,rowid,adj_count,adv_count
22831,FP,unittitle,FP/1/1/1/2/2/2,1.0,1.0
22833,FP,unittitle,FP/1/1/1/2/2/3,1.0,0.0
22834,FP,scopecontent,FP/1/1/1/2/2/4,3.0,0.0
22837,FP,scopecontent,FP/1/1/1/2/3/1,1.0,1.0
22838,FP,unittitle,FP/1/1/1/2/3/1,1.0,0.0
22840,FP,unittitle,FP/1/1/1/2/3/2,1.0,0.0
22841,FP,scopecontent,FP/1/1/1/2/3/3,1.0,0.0
22842,FP,unittitle,FP/1/1/1/2/3/3,1.0,0.0
22843,FP,scopecontent,FP/1/1/1/2/3/4,3.0,0.0
22850,FP,scopecontent,FP/1/1/1/3/2,2.0,0.0
22852,FP,scopecontent,FP/1/1/1/3/3,0.0,1.0
22856,FP,scopecontent,FP/1/1/1/3/5,2.0,0.0
22860,FP,scopecontent,FP/1/1/2/1/1,2.0,0.0
22862,FP,scopecontent,FP/1/1/2/1/10,1.0,0.0
22864,FP,scopecontent,FP/1/1/2/1/11,2.0,1.0
22865,FP,unittitle,FP/1/1/2/1/11,1.0,0.0
22866,FP,scopecontent,FP/1/1/2/1/12,0.0,1.0
22867,FP,unittitle,FP/1/1/2/1/12,1.0,0.0
22869,FP,unittitle,FP/1/1/2/1/13,1.0,0.0
22870,FP,scopecontent,FP/1/1/2/1/14,1.0,0.0
22872,FP,scopecontent,FP/1/1/2/1/15,2.0,0.0
22874,FP,scopecontent,FP/1/1/2/1/16,4.0,0.0
22876,FP,scopecontent,FP/1/1/2/1/17,2.0,0.0
22877,FP,unittitle,FP/1/1/2/1/17,1.0,0.0
22878,FP,scopecontent,FP/1/1/2/1/18,2.0,1.0
22880,FP,scopecontent,FP/1/1/2/1/19,2.0,1.0
22881,FP,unittitle,FP/1/1/2/1/19,1.0,0.0
22882,FP,scopecontent,FP/1/1/2/1/2,2.0,0.0
22884,FP,scopecontent,FP/1/1/2/1/20,1.0,0.0
22885,FP,unittitle,FP/1/1/2/1/20,1.0,0.0
22886,FP,scopecontent,FP/1/1/2/1/21,1.0,1.0
22888,FP,scopecontent,FP/1/1/2/1/22,2.0,0.0
22890,FP,scopecontent,FP/1/1/2/1/23,3.0,0.0
22892,FP,scopecontent,FP/1/1/2/1/24,5.0,0.0
22896,FP,scopecontent,FP/1/1/2/1/26,0.0,1.0
22898,FP,scopecontent,FP/1/1/2/1/27,1.0,0.0
22902,FP,scopecontent,FP/1/1/2/1/29,2.0,0.0
22904,FP,scopecontent,FP/1/1/2/1/3,2.0,1.0
22906,FP,scopecontent,FP/1/1/2/1/30,1.0,0.0
22908,FP,scopecontent,FP/1/1/2/1/31,1.0,1.0
22910,FP,scopecontent,FP/1/1/2/1/32,1.0,0.0
22912,FP,scopecontent,FP/1/1/2/1/33,0.0,2.0
22916,FP,scopecontent,FP/1/1/2/1/35,1.0,2.0
22922,FP,scopecontent,FP/1/1/2/1/38,2.0,0.0
22926,FP,scopecontent,FP/1/1/2/1/4,3.0,0.0
22927,FP,unittitle,FP/1/1/2/1/4,1.0,0.0
22928,FP,scopecontent,FP/1/1/2/1/40,1.0,0.0
22930,FP,scopecontent,FP/1/1/2/1/41,2.0,0.0
22932,FP,scopecontent,FP/1/1/2/1/42,3.0,0.0
22938,FP,scopecontent,FP/1/1/2/1/5,1.0,0.0
22940,FP,scopecontent,FP/1/1/2/1/6,1.0,1.0
22942,FP,scopecontent,FP/1/1/2/1/7,0.0,1.0
22944,FP,scopecontent,FP/1/1/2/1/8,2.0,2.0
22946,FP,scopecontent,FP/1/1/2/1/9,1.0,3.0
22955,FP,scopecontent,FP/1/1/2/2/1/12,1.0,0.0
22958,FP,unittitle,FP/1/1/2/2/1/13,1.0,0.0
22963,FP,scopecontent,FP/1/1/2/2/1/16,3.0,0.0
22965,FP,scopecontent,FP/1/1/2/2/1/17,1.0,0.0
22970,FP,unittitle,FP/1/1/2/2/1/19,2.0,0.0
22972,FP,unittitle,FP/1/1/2/2/1/2,1.0,0.0
22974,FP,unittitle,FP/1/1/2/2/1/20,1.0,0.0
22975,FP,scopecontent,FP/1/1/2/2/1/21,1.0,0.0
22980,FP,unittitle,FP/1/1/2/2/1/23,2.0,0.0
22981,FP,scopecontent,FP/1/1/2/2/1/24,2.0,0.0
22983,FP,scopecontent,FP/1/1/2/2/1/25,1.0,1.0
22985,FP,scopecontent,FP/1/1/2/2/1/26,1.0,0.0
22987,FP,scopecontent,FP/1/1/2/2/1/27,1.0,0.0
22988,FP,unittitle,FP/1/1/2/2/1/27,1.0,0.0
22989,FP,scopecontent,FP/1/1/2/2/1/28,2.0,0.0
22994,FP,unittitle,FP/1/1/2/2/1/3,1.0,0.0
22999,FP,scopecontent,FP/1/1/2/2/1/32,1.0,0.0
23003,FP,scopecontent,FP/1/1/2/2/1/34,2.0,0.0
23005,FP,scopecontent,FP/1/1/2/2/1/35,1.0,0.0
23006,FP,unittitle,FP/1/1/2/2/1/35,1.0,0.0
23007,FP,scopecontent,FP/1/1/2/2/1/36,1.0,0.0
23008,FP,unittitle,FP/1/1/2/2/1/36,2.0,0.0
23009,FP,scopecontent,FP/1/1/2/2/1/37,1.0,0.0
23010,FP,unittitle,FP/1/1/2/2/1/37,4.0,0.0
23011,FP,scopecontent,FP/1/1/2/2/1/38,1.0,0.0
23012,FP,unittitle,FP/1/1/2/2/1/38,4.0,0.0
23013,FP,scopecontent,FP/1/1/2/2/1/39,1.0,0.0
23014,FP,unittitle,FP/1/1/2/2/1/39,3.0,0.0
23018,FP,unittitle,FP/1/1/2/2/1/40,1.0,0.0
23021,FP,scopecontent,FP/1/1/2/2/1/42,1.0,0.0
23024,FP,unittitle,FP/1/1/2/2/1/43,1.0,0.0
23025,FP,unittitle,FP/1/1/2/2/1/44,2.0,0.0
23026,FP,scopecontent,FP/1/1/2/2/1/45,1.0,0.0
23027,FP,unittitle,FP/1/1/2/2/1/45,2.0,1.0
23028,FP,scopecontent,FP/1/1/2/2/1/46,1.0,0.0
23031,FP,unittitle,FP/1/1/2/2/1/47,2.0,0.0
23033,FP,unittitle,FP/1/1/2/2/1/48,2.0,0.0
23034,FP,scopecontent,FP/1/1/2/2/1/49,1.0,0.0
23036,FP,scopecontent,FP/1/1/2/2/1/5,1.0,0.0
23038,FP,scopecontent,FP/1/1/2/2/1/50,1.0,0.0
23040,FP,scopecontent,FP/1/1/2/2/1/51,1.0,0.0
23041,FP,unittitle,FP/1/1/2/2/1/51,2.0,0.0
23042,FP,unittitle,FP/1/1/2/2/1/52,1.0,0.0
23043,FP,scopecontent,FP/1/1/2/2/1/53,1.0,0.0
23045,FP,scopecontent,FP/1/1/2/2/1/54,1.0,0.0
23046,FP,unittitle,FP/1/1/2/2/1/54,4.0,0.0
23048,FP,unittitle,FP/1/1/2/2/1/55,1.0,0.0
23050,FP,unittitle,FP/1/1/2/2/1/56,4.0,0.0
23052,FP,unittitle,FP/1/1/2/2/1/57,1.0,0.0
23053,FP,scopecontent,FP/1/1/2/2/1/58,3.0,0.0
23054,FP,unittitle,FP/1/1/2/2/1/58,1.0,0.0
23055,FP,scopecontent,FP/1/1/2/2/1/6,4.0,1.0
23061,FP,scopecontent,FP/1/1/2/2/1/9,1.0,0.0
23068,FP,scopecontent,FP/1/1/2/2/2/2,1.0,0.0
23070,FP,scopecontent,FP/1/1/2/2/2/3,2.0,1.0
23072,FP,scopecontent,FP/1/1/2/2/2/4,5.0,0.0
23074,FP,scopecontent,FP/1/1/2/2/2/5,4.0,0.0
23076,FP,scopecontent,FP/1/1/2/2/2/6,6.0,1.0
23077,FP,unittitle,FP/1/1/2/2/2/6,1.0,0.0
23078,FP,scopecontent,FP/1/1/2/2/2/7,3.0,1.0
23080,FP,scopecontent,FP/1/1/2/2/2/8,2.0,1.0
23084,FP,scopecontent,FP/1/1/2/2/3,3.0,1.0
23087,FP,unittitle,FP/1/1/2/2/3/1,1.0,0.0
23088,FP,scopecontent,FP/1/1/2/2/3/10,0.0,1.0
23090,FP,scopecontent,FP/1/1/2/2/3/11,1.0,0.0
23096,FP,scopecontent,FP/1/1/2/2/3/14,0.0,1.0
23099,FP,unittitle,FP/1/1/2/2/3/15,2.0,0.0
23106,FP,scopecontent,FP/1/1/2/2/3/19,1.0,1.0
23108,FP,scopecontent,FP/1/1/2/2/3/2,1.0,0.0
23110,FP,scopecontent,FP/1/1/2/2/3/20,1.0,1.0
23114,FP,scopecontent,FP/1/1/2/2/3/22,1.0,0.0
23118,FP,scopecontent,FP/1/1/2/2/3/24,0.0,2.0
23129,FP,unittitle,FP/1/1/2/2/3/29,1.0,0.0
23130,FP,scopecontent,FP/1/1/2/2/3/3,1.0,0.0
23133,FP,unittitle,FP/1/1/2/2/3/30,1.0,0.0
23137,FP,unittitle,FP/1/1/2/2/3/32,1.0,0.0
23146,FP,scopecontent,FP/1/1/2/2/3/37,0.0,1.0
23149,FP,unittitle,FP/1/1/2/2/3/38,1.0,0.0
23152,FP,scopecontent,FP/1/1/2/2/3/4,1.0,0.0
23156,FP,scopecontent,FP/1/1/2/2/3/41,2.0,1.0
23158,FP,scopecontent,FP/1/1/2/2/3/42,1.0,0.0
23165,FP,unittitle,FP/1/1/2/2/3/45,1.0,0.0
23166,FP,scopecontent,FP/1/1/2/2/3/46,1.0,0.0
23173,FP,scopecontent,FP/1/1/2/2/3/5,3.0,1.0
23175,FP,scopecontent,FP/1/1/2/2/3/50,2.0,0.0
23176,FP,unittitle,FP/1/1/2/2/3/50,1.0,0.0
23179,FP,scopecontent,FP/1/1/2/2/3/52,0.0,2.0
23183,FP,scopecontent,FP/1/1/2/2/3/54,2.0,0.0
23191,FP,scopecontent,FP/1/1/2/2/3/58,3.0,3.0
23193,FP,scopecontent,FP/1/1/2/2/3/59,2.0,0.0
23203,FP,scopecontent,FP/1/1/2/2/3/63,1.0,1.0
23205,FP,scopecontent,FP/1/1/2/2/3/64,0.0,1.0
23211,FP,scopecontent,FP/1/1/2/2/3/67,3.0,3.0
23213,FP,scopecontent,FP/1/1/2/2/3/68,9.0,3.0
23215,FP,scopecontent,FP/1/1/2/2/3/69,6.0,0.0
23216,FP,unittitle,FP/1/1/2/2/3/69,1.0,0.0
23231,FP,scopecontent,FP/1/1/2/3/1/1,2.0,0.0
23233,FP,scopecontent,FP/1/1/2/3/1/2,0.0,1.0
23234,FP,unittitle,FP/1/1/2/3/1/2,1.0,0.0
23235,FP,scopecontent,FP/1/1/2/3/1/3,2.0,0.0
23237,FP,scopecontent,FP/1/1/2/3/2,10.0,2.0
23239,FP,scopecontent,FP/1/1/2/3/3,0.0,1.0
23241,FP,scopecontent,FP/1/1/2/3/4,1.0,0.0
23244,FP,scopecontent,FP/1/1/2/4/1,3.0,0.0
23248,FP,scopecontent,FP/1/1/2/4/11,2.0,0.0
23251,FP,unittitle,FP/1/1/2/4/12,1.0,0.0
23252,FP,scopecontent,FP/1/1/2/4/13,4.0,1.0
23254,FP,scopecontent,FP/1/1/2/4/14,2.0,2.0
23256,FP,scopecontent,FP/1/1/2/4/15,1.0,2.0
23258,FP,scopecontent,FP/1/1/2/4/16,5.0,1.0
23259,FP,unittitle,FP/1/1/2/4/16,1.0,0.0
23260,FP,scopecontent,FP/1/1/2/4/17,1.0,0.0
23262,FP,scopecontent,FP/1/1/2/4/18,4.0,0.0
23264,FP,scopecontent,FP/1/1/2/4/19,2.0,0.0
23269,FP,unittitle,FP/1/1/2/4/20,1.0,0.0
23270,FP,scopecontent,FP/1/1/2/4/21,5.0,0.0
23272,FP,scopecontent,FP/1/1/2/4/22,2.0,0.0
23273,FP,unittitle,FP/1/1/2/4/22,1.0,0.0
23274,FP,scopecontent,FP/1/1/2/4/23,1.0,0.0
23278,FP,scopecontent,FP/1/1/2/4/3,1.0,0.0
23280,FP,scopecontent,FP/1/1/2/4/4,3.0,0.0
23283,FP,scopecontent,FP/1/1/2/4/6,1.0,0.0
23285,FP,scopecontent,FP/1/1/2/4/7,0.0,1.0
23286,FP,unittitle,FP/1/1/2/4/7,1.0,1.0
23287,FP,scopecontent,FP/1/1/2/4/8,4.0,0.0
23292,FP,scopecontent,FP/1/1/2/5/1,2.0,1.0
23293,FP,unittitle,FP/1/1/2/5/1,1.0,0.0
23294,FP,scopecontent,FP/1/1/2/5/1/1,2.0,0.0
23300,FP,scopecontent,FP/1/1/2/5/1/12,2.0,1.0
23304,FP,scopecontent,FP/1/1/2/5/1/14,2.0,0.0
23306,FP,scopecontent,FP/1/1/2/5/1/15,1.0,0.0
23308,FP,scopecontent,FP/1/1/2/5/1/16,1.0,1.0
23312,FP,scopecontent,FP/1/1/2/5/1/18,4.0,1.0
23316,FP,scopecontent,FP/1/1/2/5/1/2,4.0,4.0
23318,FP,scopecontent,FP/1/1/2/5/1/20,3.0,1.0
23320,FP,scopecontent,FP/1/1/2/5/1/21,7.0,2.0
23322,FP,scopecontent,FP/1/1/2/5/1/22,1.0,0.0
23326,FP,scopecontent,FP/1/1/2/5/1/24,1.0,1.0
23328,FP,scopecontent,FP/1/1/2/5/1/25,0.0,1.0
23334,FP,scopecontent,FP/1/1/2/5/1/28,4.0,1.0
23336,FP,scopecontent,FP/1/1/2/5/1/29,5.0,2.0
23338,FP,scopecontent,FP/1/1/2/5/1/3,1.0,1.0
23340,FP,scopecontent,FP/1/1/2/5/1/30,1.0,0.0
23342,FP,scopecontent,FP/1/1/2/5/1/31,2.0,0.0
23343,FP,unittitle,FP/1/1/2/5/1/31,1.0,0.0
23344,FP,scopecontent,FP/1/1/2/5/1/32,1.0,1.0
23348,FP,scopecontent,FP/1/1/2/5/1/34,0.0,1.0
23350,FP,scopecontent,FP/1/1/2/5/1/35,1.0,0.0
23352,FP,scopecontent,FP/1/1/2/5/1/36,2.0,3.0
23354,FP,scopecontent,FP/1/1/2/5/1/37,4.0,2.0
23356,FP,scopecontent,FP/1/1/2/5/1/38,2.0,3.0
23358,FP,scopecontent,FP/1/1/2/5/1/39,1.0,1.0
23360,FP,scopecontent,FP/1/1/2/5/1/4,1.0,0.0
23362,FP,scopecontent,FP/1/1/2/5/1/40,3.0,1.0
23364,FP,scopecontent,FP/1/1/2/5/1/41,1.0,0.0
23366,FP,scopecontent,FP/1/1/2/5/1/42,1.0,5.0
23368,FP,scopecontent,FP/1/1/2/5/1/43,0.0,1.0
23372,FP,scopecontent,FP/1/1/2/5/1/45,3.0,1.0
23374,FP,scopecontent,FP/1/1/2/5/1/46,3.0,0.0
23376,FP,scopecontent,FP/1/1/2/5/1/47,2.0,0.0
23380,FP,scopecontent,FP/1/1/2/5/1/49,1.0,0.0
23382,FP,scopecontent,FP/1/1/2/5/1/5,1.0,0.0
23384,FP,scopecontent,FP/1/1/2/5/1/50,2.0,0.0
23386,FP,scopecontent,FP/1/1/2/5/1/51,1.0,0.0
23390,FP,scopecontent,FP/1/1/2/5/1/53,3.0,0.0
23391,FP,unittitle,FP/1/1/2/5/1/53,1.0,0.0
23392,FP,scopecontent,FP/1/1/2/5/1/54,4.0,1.0
23394,FP,scopecontent,FP/1/1/2/5/1/55,4.0,2.0
23396,FP,scopecontent,FP/1/1/2/5/1/56,2.0,2.0
23398,FP,scopecontent,FP/1/1/2/5/1/57,0.0,1.0
23402,FP,scopecontent,FP/1/1/2/5/1/59,0.0,1.0
23404,FP,scopecontent,FP/1/1/2/5/1/6,4.0,1.0
23406,FP,scopecontent,FP/1/1/2/5/1/60,2.0,1.0
23410,FP,scopecontent,FP/1/1/2/5/1/62,0.0,1.0
23412,FP,scopecontent,FP/1/1/2/5/1/63,1.0,0.0
23414,FP,scopecontent,FP/1/1/2/5/1/64,3.0,1.0
23418,FP,scopecontent,FP/1/1/2/5/1/66,1.0,2.0
23422,FP,scopecontent,FP/1/1/2/5/1/68,3.0,1.0
23426,FP,scopecontent,FP/1/1/2/5/1/7,1.0,2.0
23428,FP,scopecontent,FP/1/1/2/5/1/70,2.0,0.0
23430,FP,scopecontent,FP/1/1/2/5/1/71,15.0,2.0
23432,FP,scopecontent,FP/1/1/2/5/1/72,1.0,1.0
23434,FP,scopecontent,FP/1/1/2/5/1/73,3.0,3.0
23436,FP,scopecontent,FP/1/1/2/5/1/8,0.0,1.0
23438,FP,scopecontent,FP/1/1/2/5/1/9,1.0,1.0
23441,FP,scopecontent,FP/1/1/2/5/2/1,2.0,0.0
23443,FP,scopecontent,FP/1/1/2/5/2/10,1.0,0.0
23447,FP,scopecontent,FP/1/1/2/5/2/12,1.0,0.0
23449,FP,scopecontent,FP/1/1/2/5/2/13,1.0,0.0
23452,FP,unittitle,FP/1/1/2/5/2/14,1.0,0.0
23457,FP,scopecontent,FP/1/1/2/5/2/17,14.0,4.0
23459,FP,scopecontent,FP/1/1/2/5/2/18,4.0,0.0
23461,FP,scopecontent,FP/1/1/2/5/2/19,3.0,1.0
23463,FP,scopecontent,FP/1/1/2/5/2/2,0.0,1.0
23465,FP,scopecontent,FP/1/1/2/5/2/20,0.0,1.0
23467,FP,scopecontent,FP/1/1/2/5/2/21,1.0,1.0
23469,FP,scopecontent,FP/1/1/2/5/2/22,1.0,0.0
23471,FP,unittitle,FP/1/1/2/5/2/23,1.0,0.0
23472,FP,scopecontent,FP/1/1/2/5/2/3,2.0,1.0
23474,FP,scopecontent,FP/1/1/2/5/2/4,5.0,1.0
23476,FP,scopecontent,FP/1/1/2/5/2/5,1.0,1.0
23478,FP,scopecontent,FP/1/1/2/5/2/6,0.0,1.0
23482,FP,scopecontent,FP/1/1/2/5/2/8,2.0,0.0
23484,FP,scopecontent,FP/1/1/2/5/2/9,1.0,0.0
23489,FP,scopecontent,FP/1/1/2/5/3/10,3.0,2.0
23491,FP,scopecontent,FP/1/1/2/5/3/11,0.0,1.0
23493,FP,scopecontent,FP/1/1/2/5/3/12,2.0,0.0
23497,FP,scopecontent,FP/1/1/2/5/3/14,3.0,5.0
23501,FP,scopecontent,FP/1/1/2/5/3/2,5.0,1.0
23503,FP,scopecontent,FP/1/1/2/5/3/3,2.0,1.0
23505,FP,scopecontent,FP/1/1/2/5/3/4,3.0,2.0
23511,FP,scopecontent,FP/1/1/2/5/3/7,1.0,1.0
23515,FP,scopecontent,FP/1/1/2/5/3/9,3.0,2.0
23518,FP,unittitle,FP/1/1/2/5/4,1.0,0.0
23519,FP,scopecontent,FP/1/1/2/5/4/1,3.0,4.0
23523,FP,scopecontent,FP/1/1/2/5/4/11,1.0,2.0
23525,FP,scopecontent,FP/1/1/2/5/4/12,3.0,3.0
23529,FP,scopecontent,FP/1/1/2/5/4/14,1.0,0.0
23531,FP,scopecontent,FP/1/1/2/5/4/15,0.0,1.0
23533,FP,scopecontent,FP/1/1/2/5/4/16,0.0,2.0
23535,FP,scopecontent,FP/1/1/2/5/4/17,0.0,2.0
23537,FP,scopecontent,FP/1/1/2/5/4/18,6.0,3.0
23539,FP,scopecontent,FP/1/1/2/5/4/19,3.0,2.0
23541,FP,scopecontent,FP/1/1/2/5/4/2,2.0,1.0
23543,FP,scopecontent,FP/1/1/2/5/4/20,2.0,0.0
23547,FP,scopecontent,FP/1/1/2/5/4/22,1.0,0.0
23548,FP,unittitle,FP/1/1/2/5/4/22,1.0,0.0
23549,FP,scopecontent,FP/1/1/2/5/4/23,3.0,1.0
23553,FP,scopecontent,FP/1/1/2/5/4/25,2.0,2.0
23555,FP,scopecontent,FP/1/1/2/5/4/26,1.0,1.0
23559,FP,scopecontent,FP/1/1/2/5/4/28,2.0,2.0
23561,FP,scopecontent,FP/1/1/2/5/4/29,3.0,0.0
23563,FP,scopecontent,FP/1/1/2/5/4/3,4.0,2.0
23567,FP,scopecontent,FP/1/1/2/5/4/31,0.0,1.0
23571,FP,scopecontent,FP/1/1/2/5/4/33,1.0,0.0
23573,FP,scopecontent,FP/1/1/2/5/4/34,0.0,1.0
23575,FP,scopecontent,FP/1/1/2/5/4/35,3.0,1.0
23577,FP,scopecontent,FP/1/1/2/5/4/36,2.0,0.0
23579,FP,scopecontent,FP/1/1/2/5/4/37,3.0,0.0
23581,FP,scopecontent,FP/1/1/2/5/4/38,3.0,3.0
23585,FP,scopecontent,FP/1/1/2/5/4/4,1.0,2.0
23587,FP,scopecontent,FP/1/1/2/5/4/40,2.0,0.0
23589,FP,scopecontent,FP/1/1/2/5/4/41,2.0,0.0
23593,FP,scopecontent,FP/1/1/2/5/4/43,1.0,0.0
23597,FP,scopecontent,FP/1/1/2/5/4/45,1.0,1.0
23599,FP,scopecontent,FP/1/1/2/5/4/46,4.0,3.0
23602,FP,scopecontent,FP/1/1/2/5/4/48,2.0,0.0
23604,FP,scopecontent,FP/1/1/2/5/4/49,0.0,1.0
23608,FP,scopecontent,FP/1/1/2/5/4/50,1.0,2.0
23610,FP,scopecontent,FP/1/1/2/5/4/51,2.0,4.0
23612,FP,scopecontent,FP/1/1/2/5/4/6,1.0,2.0
23616,FP,scopecontent,FP/1/1/2/5/4/8,2.0,1.0
23618,FP,scopecontent,FP/1/1/2/5/4/9,1.0,1.0
23621,FP,scopecontent,FP/1/1/2/5/5/1,3.0,0.0
23622,FP,unittitle,FP/1/1/2/5/5/1,1.0,0.0
23623,FP,scopecontent,FP/1/1/2/5/5/10,1.0,0.0
23625,FP,scopecontent,FP/1/1/2/5/5/11,1.0,0.0
23632,FP,unittitle,FP/1/1/2/5/5/3,1.0,0.0
23633,FP,scopecontent,FP/1/1/2/5/5/4,2.0,0.0
23635,FP,scopecontent,FP/1/1/2/5/5/5,4.0,0.0
23637,FP,scopecontent,FP/1/1/2/5/5/6,4.0,0.0
23638,FP,unittitle,FP/1/1/2/5/5/6,1.0,0.0
23639,FP,scopecontent,FP/1/1/2/5/5/7,2.0,0.0
23641,FP,scopecontent,FP/1/1/2/5/5/8,1.0,0.0
23643,FP,scopecontent,FP/1/1/2/5/5/9,2.0,0.0
23645,FP,scopecontent,FP/1/2,2.0,0.0
23647,FP,unittitle,FP/1/2/1,1.0,0.0
23648,FP,scopecontent,FP/1/2/1/1,12.0,0.0
23649,FP,unittitle,FP/1/2/1/1,1.0,0.0
23658,FP,scopecontent,FP/1/2/1/14,2.0,2.0
23659,FP,unittitle,FP/1/2/1/14,1.0,0.0
23660,FP,scopecontent,FP/1/2/1/15,1.0,0.0
23664,FP,scopecontent,FP/1/2/1/17,1.0,2.0
23666,FP,scopecontent,FP/1/2/1/18,3.0,0.0
23670,FP,unittitle,FP/1/2/1/2,1.0,0.0
23673,FP,scopecontent,FP/1/2/1/21,1.0,0.0
23677,FP,scopecontent,FP/1/2/1/23,1.0,0.0
23681,FP,scopecontent,FP/1/2/1/3,3.0,0.0
23682,FP,unittitle,FP/1/2/1/3,2.0,0.0
23683,FP,scopecontent,FP/1/2/1/4,1.0,0.0
23684,FP,unittitle,FP/1/2/1/4,1.0,0.0
23685,FP,scopecontent,FP/1/2/1/5,3.0,0.0
23687,FP,scopecontent,FP/1/2/1/6,2.0,0.0
23689,FP,scopecontent,FP/1/2/1/7,1.0,0.0
23692,FP,unittitle,FP/1/2/1/8,1.0,0.0
23697,FP,unittitle,FP/1/2/2/1,1.0,0.0
23699,FP,unittitle,FP/1/2/2/2,1.0,0.0
23700,FP,scopecontent,FP/1/2/2/3,1.0,1.0
23703,FP,scopecontent,FP/1/2/3/1,4.0,0.0
23704,FP,unittitle,FP/1/2/3/1,1.0,0.0
23705,FP,scopecontent,FP/1/2/3/2,1.0,0.0
23707,FP,scopecontent,FP/1/2/3/3,1.0,0.0
23709,FP,scopecontent,FP/1/2/3/4,1.0,0.0
23717,FP,scopecontent,FP/1/2/4/1,1.0,1.0
23721,FP,scopecontent,FP/1/2/4/3,4.0,0.0
23723,FP,scopecontent,FP/1/2/4/4,1.0,1.0
23724,FP,unittitle,FP/1/2/4/4,1.0,0.0
23728,FP,unittitle,FP/1/2/4/6,1.0,0.0
23729,FP,scopecontent,FP/1/2/4/7,3.0,0.0
23731,FP,scopecontent,FP/1/2/4/8,0.0,1.0
23732,FP,unittitle,FP/1/2/4/8,1.0,0.0
23733,FP,scopecontent,FP/1/2/4/9,1.0,0.0
23736,FP,scopecontent,FP/1/2/5/1,0.0,1.0
23738,FP,scopecontent,FP/1/2/5/10,1.0,1.0
23740,FP,scopecontent,FP/1/2/5/11,3.0,1.0
23741,FP,unittitle,FP/1/2/5/11,1.0,0.0
23742,FP,scopecontent,FP/1/2/5/12,1.0,1.0
23743,FP,unittitle,FP/1/2/5/12,1.0,0.0
23748,FP,scopecontent,FP/1/2/5/15,1.0,1.0
23754,FP,scopecontent,FP/1/2/5/2,2.0,3.0
23756,FP,scopecontent,FP/1/2/5/3,0.0,1.0
23757,FP,unittitle,FP/1/2/5/3,1.0,0.0
23760,FP,scopecontent,FP/1/2/5/5,1.0,0.0
23761,FP,unittitle,FP/1/2/5/5,1.0,0.0
23764,FP,scopecontent,FP/1/2/5/7,1.0,0.0
23771,FP,scopecontent,FP/1/2/6/1,0.0,1.0
23773,FP,scopecontent,FP/1/2/6/10,2.0,0.0
23775,FP,scopecontent,FP/1/2/6/11,1.0,0.0
23777,FP,scopecontent,FP/1/2/6/2,3.0,2.0
23781,FP,scopecontent,FP/1/2/6/4,1.0,0.0
23782,FP,unittitle,FP/1/2/6/4,1.0,0.0
23787,FP,scopecontent,FP/1/2/6/7,1.0,0.0
23791,FP,scopecontent,FP/1/2/6/9,1.0,0.0
23795,FP,scopecontent,FP/1/3/1,1.0,0.0
23797,FP,scopecontent,FP/1/3/10,2.0,0.0
23809,FP,scopecontent,FP/1/3/16,4.0,1.0
23811,FP,scopecontent,FP/1/3/2,5.0,1.0
23813,FP,scopecontent,FP/1/3/3,3.0,1.0
23814,FP,unittitle,FP/1/3/3,2.0,0.0
23815,FP,scopecontent,FP/1/3/4,2.0,0.0
23816,FP,unittitle,FP/1/3/4,2.0,0.0
23817,FP,scopecontent,FP/1/3/5,3.0,0.0
23818,FP,unittitle,FP/1/3/5,2.0,0.0
23819,FP,scopecontent,FP/1/3/6,3.0,0.0
23820,FP,unittitle,FP/1/3/6,2.0,0.0
23821,FP,scopecontent,FP/1/3/7,1.0,0.0
23822,FP,unittitle,FP/1/3/7,2.0,0.0
23823,FP,scopecontent,FP/1/3/8,10.0,4.0
23824,FP,unittitle,FP/1/3/8,1.0,0.0
23825,FP,scopecontent,FP/1/3/9,4.0,1.0
23827,FP,unittitle,FP/1/4,1.0,0.0
23829,FP,scopecontent,FP/1/4/1/1,3.0,0.0
23830,FP,unittitle,FP/1/4/1/1,1.0,0.0
23831,FP,scopecontent,FP/1/4/1/10,1.0,2.0
23834,FP,unittitle,FP/1/4/1/11,1.0,0.0
23835,FP,unittitle,FP/1/4/1/12,2.0,0.0
23836,FP,scopecontent,FP/1/4/1/13,1.0,0.0
23838,FP,scopecontent,FP/1/4/1/14,1.0,0.0
23839,FP,unittitle,FP/1/4/1/14,1.0,0.0
23840,FP,scopecontent,FP/1/4/1/15,2.0,0.0
23841,FP,unittitle,FP/1/4/1/15,1.0,0.0
23842,FP,scopecontent,FP/1/4/1/16,4.0,0.0
23843,FP,unittitle,FP/1/4/1/16,1.0,0.0
23844,FP,scopecontent,FP/1/4/1/17,3.0,0.0
23846,FP,scopecontent,FP/1/4/1/2,1.0,0.0
23847,FP,unittitle,FP/1/4/1/2,1.0,0.0
23848,FP,scopecontent,FP/1/4/1/3,1.0,0.0
23851,FP,unittitle,FP/1/4/1/4,1.0,0.0
23852,FP,scopecontent,FP/1/4/1/5,1.0,0.0
23857,FP,scopecontent,FP/1/4/1/8,2.0,0.0
23859,FP,scopecontent,FP/1/4/1/9,2.0,0.0
23863,FP,scopecontent,FP/1/5/1/1,3.0,0.0
23864,FP,unittitle,FP/1/5/1/1,1.0,0.0
23865,FP,scopecontent,FP/1/5/1/10,1.0,1.0
23867,FP,scopecontent,FP/1/5/1/11,1.0,1.0
