description_id,eadid,field,rowid,adj_count,adv_count
0,17th C. Coll,bioghist,17th C. Coll,1.0,1.0
1,17th C. Coll,scopecontent,17th C. Coll,7.0,1.0
2,17th C. Coll,unittitle,17th C. Coll,1.0,0.0
3,18th C. Coll,bioghist,18th C. Coll,1.0,1.0
4,18th C. Coll,scopecontent,18th C. Coll,7.0,1.0
5,18th C. Coll,unittitle,18th C. Coll,1.0,0.0
6,19th C. Coll,bioghist,19th C. Coll,1.0,1.0
7,19th C. Coll,scopecontent,19th C. Coll,19.0,3.0
8,19th C. Coll,unittitle,19th C. Coll,1.0,0.0
9,20th C. Coll,bioghist,20th C. Coll,1.0,1.0
10,20th C. Coll,scopecontent,20th C. Coll,13.0,3.0
11,20th C. Coll,unittitle,20th C. Coll,1.0,0.0
12,20th C. Pam,bioghist,20th C. Pam,1.0,1.0
13,20th C. Pam,scopecontent,20th C. Pam,9.0,2.0
14,20th C. Pam,unittitle,20th C. Pam,1.0,0.0
15,21st C. Coll.,bioghist,21st C. Coll.,1.0,1.0
16,21st C. Coll.,scopecontent,21st C. Coll.,18.0,2.0
17,21st C. Coll.,unittitle,21st C. Coll.,1.0,0.0
18,AC Poetry Coll.,bioghist,AC Poetry Coll.,14.0,1.0
19,AC Poetry Coll.,scopecontent,AC Poetry Coll.,1.0,0.0
22,AN,scopecontent,AN,3.0,0.0
23,AN,unittitle,AN,1.0,0.0
26,AN,unittitle,AN-00001,1.0,0.0
34,AN,unittitle,AN-00004,1.0,0.0
36,AN,unittitle,AN-00005,1.0,0.0
41,AN,scopecontent,AN-00007,1.0,0.0
44,AN,unittitle,AN-00008,1.0,0.0
46,AN,scopecontent,AN-00009,2.0,0.0
49,AN,scopecontent,AN-00010,1.0,0.0
50,AN,unittitle,AN-00010,3.0,0.0
59,AN,unittitle,AN-00015,1.0,0.0
61,AN,scopecontent,AN-00016,2.0,0.0
64,AN,scopecontent,AN-00017,2.0,1.0
65,AN,unittitle,AN-00017,1.0,0.0
67,AN,scopecontent,AN-00018,2.0,1.0
68,AN,unittitle,AN-00018,1.0,0.0
70,AN,scopecontent,AN-00019,1.0,0.0
71,AN,unittitle,AN-00019,1.0,0.0
73,AN,scopecontent,AN-00020,3.0,2.0
74,AN,unittitle,AN-00020,2.0,0.0
76,AN,scopecontent,AN-00021,3.0,2.0
77,AN,unittitle,AN-00021,2.0,0.0
79,AN,scopecontent,AN-00022,3.0,2.0
82,AN,scopecontent,AN-00023,3.0,1.0
83,AN,unittitle,AN-00023,1.0,0.0
85,AN,scopecontent,AN-00024,3.0,2.0
86,AN,unittitle,AN-00024,2.0,0.0
99,AN,unittitle,AN-00029,1.0,0.0
102,AN,unittitle,AN-00030,1.0,0.0
104,AN,scopecontent,AN-00031,4.0,0.0
105,AN,unittitle,AN-00031,3.0,0.0
107,AN,scopecontent,AN-00032,3.0,0.0
110,AN,scopecontent,AN-00033,2.0,1.0
111,AN,unittitle,AN-00033,1.0,0.0
113,AN,scopecontent,AN-00034,2.0,0.0
114,AN,unittitle,AN-00034,1.0,0.0
141,AN,unittitle,AN-00047,1.0,0.0
146,AN,scopecontent,AN-00049,2.0,0.0
158,AN,scopecontent,AN-00054,2.0,1.0
159,AN,unittitle,AN-00054,1.0,0.0
161,AN,scopecontent,AN-00055,1.0,1.0
164,AN,scopecontent,AN-00056,4.0,0.0
165,AN,unittitle,AN-00056,1.0,0.0
167,AN,unittitle,AN-00057,1.0,0.0
169,AN,scopecontent,AN-00058,3.0,1.0
170,AN,unittitle,AN-00058,1.0,0.0
172,AN,scopecontent,AN-00059,1.0,1.0
173,AN,unittitle,AN-00059,1.0,0.0
175,AN,scopecontent,AN-00061,3.0,1.0
176,AN,unittitle,AN-00061,2.0,0.0
178,AN,scopecontent,AN-00062,10.0,1.0
181,AN,scopecontent,AN-00063,1.0,1.0
182,AN,unittitle,AN-00063,1.0,0.0
190,AN,scopecontent,AN-00066,1.0,1.0
191,AN,unittitle,AN-00066,1.0,0.0
199,AN,scopecontent,AN-00069,7.0,0.0
200,AN,unittitle,AN-00069,2.0,0.0
202,AN,scopecontent,AN-00070,7.0,0.0
203,AN,unittitle,AN-00070,2.0,0.0
205,AN,scopecontent,AN-00071,7.0,0.0
206,AN,unittitle,AN-00071,1.0,0.0
208,AN,scopecontent,AN-00072,7.0,0.0
209,AN,unittitle,AN-00072,1.0,0.0
211,AN,scopecontent,AN-00073,7.0,0.0
212,AN,unittitle,AN-00073,1.0,0.0
214,AN,unittitle,AN-00074,1.0,0.0
216,AN,scopecontent,AN-00080,1.0,0.0
217,AN,unittitle,AN-00080,1.0,1.0
222,AN,scopecontent,AN-00083,2.0,1.0
225,AN,scopecontent,AN-00084,2.0,0.0
226,AN,unittitle,AN-00084,2.0,0.0
228,AN,scopecontent,AN-00086,3.0,0.0
229,AN,unittitle,AN-00086,1.0,0.0
231,AN,scopecontent,AN-00087,1.0,1.0
234,AN,scopecontent,AN-00088,3.0,0.0
235,AN,unittitle,AN-00088,1.0,0.0
237,AN,scopecontent,AN-00089,1.0,1.0
238,AN,unittitle,AN-00089,1.0,0.0
240,AN,scopecontent,AN-00090,2.0,0.0
241,AN,unittitle,AN-00090,1.0,0.0
243,AN,scopecontent,AN-00091,3.0,1.0
244,AN,unittitle,AN-00091,1.0,0.0
300,AN,scopecontent,AN-00114,5.0,0.0
303,AN,scopecontent,AN-00115,3.0,0.0
306,AN,scopecontent,AN-00116,1.0,0.0
307,AN,unittitle,AN-00116,1.0,0.0
309,AN,scopecontent,AN-00117,1.0,0.0
310,AN,unittitle,AN-00117,1.0,0.0
312,AN,scopecontent,AN-00118,4.0,0.0
318,AN,scopecontent,AN-00120,2.0,0.0
321,AN,scopecontent,AN-00121,6.0,0.0
324,AN,scopecontent,AN-00122,1.0,0.0
325,AN,unittitle,AN-00122,1.0,0.0
327,AN,scopecontent,AN-00123,2.0,0.0
336,AN,scopecontent,AN-00126,2.0,0.0
337,AN,unittitle,AN-00126,1.0,0.0
339,AN,scopecontent,AN-00127,1.0,0.0
342,AN,scopecontent,AN-00128,1.0,0.0
345,AN,scopecontent,AN-00129,1.0,0.0
348,AN,scopecontent,AN-00130,1.0,0.0
351,AN,scopecontent,AN-00131,3.0,1.0
357,AN,scopecontent,AN-00135,1.0,1.0
358,AN,unittitle,AN-00135,1.0,0.0
360,AN,scopecontent,AN-00136,2.0,0.0
361,AN,unittitle,AN-00136,2.0,0.0
363,AN,scopecontent,AN-00140,4.0,0.0
364,AN,unittitle,AN-00140,2.0,0.0
367,AN,unittitle,AN-00141,1.0,0.0
372,AN,scopecontent,AN-00143,4.0,0.0
373,AN,unittitle,AN-00143,1.0,0.0
375,AN,scopecontent,AN-00145,3.0,0.0
378,AN,scopecontent,AN-00146,1.0,0.0
379,AN,unittitle,AN-00146,1.0,0.0
381,AN,scopecontent,AN-00147,1.0,0.0
386,AN,scopecontent,AN-00149,2.0,1.0
390,AN,unittitle,AN-00150,1.0,0.0
392,AN,scopecontent,AN-00153,20.0,1.0
393,AN,unittitle,AN-00153,2.0,0.0
395,AN,scopecontent,AN-00154,1.0,0.0
400,AN,scopecontent,AN-00156,10.0,1.0
401,AN,unittitle,AN-00156,1.0,0.0
403,AN,scopecontent,AN-00157,2.0,3.0
406,AN,scopecontent,AN-00158,4.0,0.0
407,AN,unittitle,AN-00158,1.0,0.0
409,AN,scopecontent,AN-00159,1.0,1.0
412,AN,unittitle,AN-00161,2.0,0.0
414,AN,scopecontent,AN-00163,5.0,1.0
415,AN,unittitle,AN-00163,2.0,0.0
417,AN,scopecontent,AN-00164,10.0,0.0
418,AN,unittitle,AN-00164,1.0,0.0
420,AN,unittitle,AN-00165,1.0,0.0
425,AN,scopecontent,AN-00167,1.0,0.0
428,AN,scopecontent,AN-00168,5.0,2.0
429,AN,unittitle,AN-00168,2.0,0.0
431,AN,scopecontent,AN-00169,14.0,3.0
432,AN,unittitle,AN-00169,1.0,0.0
434,AN,scopecontent,AN-00170,1.0,0.0
437,AN,scopecontent,AN-00171,1.0,0.0
442,AN,unittitle,AN-00173,1.0,0.0
444,AN,scopecontent,AN-00174,1.0,0.0
445,AN,unittitle,AN-00174,1.0,0.0
453,AN,scopecontent,AN-00178,1.0,0.0
462,AN,scopecontent,AN-00184,2.0,0.0
463,AN,unittitle,AN-00184,1.0,0.0
465,AN,unittitle,AN-00185,1.0,0.0
467,AN,unittitle,AN-00186,1.0,0.0
471,AN,unittitle,AN-00188,2.0,0.0
476,AN,scopecontent,AN-00197,15.0,1.0
480,AN,unittitle,AN-00200,1.0,0.0
482,AN,scopecontent,AN-00202,10.0,2.0
483,AN,unittitle,AN-00202,1.0,0.0
485,AN,unittitle,AN-00203,1.0,0.0
487,AN,scopecontent,AN-00204,2.0,0.0
490,AN,unittitle,AN-00209,1.0,0.0
492,AN,unittitle,AN-00210,2.0,0.0
494,AN,unittitle,AN-00211,1.0,0.0
496,AN,unittitle,AN-00214,2.0,0.0
498,AN,scopecontent,AN-00216,25.0,0.0
501,AN,scopecontent,AN-00218,7.0,2.0
504,AN,unittitle,AN-00219,2.0,0.0
506,AN,scopecontent,AN-00220,0.0,1.0
509,AN,scopecontent,AN-00221,0.0,1.0
515,AN,unittitle,AN-00225,1.0,0.0
522,AN,scopecontent,AN-00229,4.0,0.0
525,AN,scopecontent,AN-00233,3.0,0.0
530,AN,scopecontent,AN-00238,1.0,0.0
531,AN,unittitle,AN-00238,1.0,0.0
533,AN,unittitle,AN-00239,1.0,0.0
535,AN,scopecontent,AN-00240,1.0,0.0
538,AN,scopecontent,AN-00241,2.0,0.0
544,AN,unittitle,AN-00249,2.0,0.0
546,AN,unittitle,AN-00250,1.0,0.0
552,AN,unittitle,AN-00259,1.0,0.0
554,AN,unittitle,AN-00260,1.0,0.0
558,AN,scopecontent,AN-00262,1.0,0.0
573,AN,scopecontent,AN-00269,2.0,0.0
576,AN,unittitle,AN-00270,1.0,0.0
578,AN,unittitle,AN-00272,1.0,0.0
580,AN,unittitle,AN-00274,1.0,0.0
582,AN,unittitle,AN-00275,1.0,0.0
584,AN,unittitle,AN-00276,1.0,0.0
589,AN,scopecontent,AN-00280,0.0,1.0
590,AN,unittitle,AN-00280,1.0,0.0
592,AN,scopecontent,AN-00281,1.0,0.0
593,AN,unittitle,AN-00281,1.0,0.0
595,AN,scopecontent,AN-00282,1.0,0.0
596,AN,unittitle,AN-00282,1.0,0.0
598,AN,scopecontent,AN-00283,1.0,0.0
599,AN,unittitle,AN-00283,1.0,0.0
601,AN,scopecontent,AN-00284,1.0,0.0
602,AN,unittitle,AN-00284,1.0,0.0
604,AN,scopecontent,AN-00285,1.0,0.0
605,AN,unittitle,AN-00285,1.0,0.0
607,AN,scopecontent,AN-00286,1.0,0.0
608,AN,unittitle,AN-00286,1.0,0.0
610,AN,scopecontent,AN-00287,1.0,0.0
611,AN,unittitle,AN-00287,1.0,0.0
613,AN,scopecontent,AN-00288,1.0,0.0
614,AN,unittitle,AN-00288,1.0,0.0
616,AN,scopecontent,AN-00289,1.0,0.0
617,AN,unittitle,AN-00289,1.0,0.0
619,AN,scopecontent,AN-00290,1.0,0.0
620,AN,unittitle,AN-00290,1.0,0.0
622,AN,scopecontent,AN-00291,1.0,0.0
623,AN,unittitle,AN-00291,1.0,0.0
625,AN,scopecontent,AN-00292,1.0,0.0
626,AN,unittitle,AN-00292,1.0,0.0
628,AN,scopecontent,AN-00293,1.0,0.0
629,AN,unittitle,AN-00293,1.0,0.0
631,AN,scopecontent,AN-00294,1.0,0.0
632,AN,unittitle,AN-00294,1.0,0.0
634,AN,scopecontent,AN-00295,1.0,0.0
635,AN,unittitle,AN-00295,1.0,0.0
637,AN,scopecontent,AN-00296,1.0,0.0
638,AN,unittitle,AN-00296,1.0,0.0
640,AN,scopecontent,AN-00297,1.0,0.0
641,AN,unittitle,AN-00297,1.0,0.0
643,AN,scopecontent,AN-00298,1.0,0.0
644,AN,unittitle,AN-00298,1.0,0.0
647,AN,unittitle,AN-00299,1.0,0.0
649,AN,scopecontent,AN-00300,1.0,0.0
650,AN,unittitle,AN-00300,1.0,0.0
653,AN,unittitle,AN-00301,1.0,0.0
655,AN,scopecontent,AN-00302,1.0,0.0
656,AN,unittitle,AN-00302,1.0,0.0
658,AN,scopecontent,AN-00303,1.0,0.0
659,AN,unittitle,AN-00303,1.0,0.0
661,AN,scopecontent,AN-00304,1.0,0.0
662,AN,unittitle,AN-00304,1.0,0.0
664,AN,scopecontent,AN-00305,1.0,0.0
665,AN,unittitle,AN-00305,1.0,0.0
667,AN,scopecontent,AN-00306,1.0,0.0
668,AN,unittitle,AN-00306,1.0,0.0
671,AN,unittitle,AN-00307,1.0,0.0
673,AN,scopecontent,AN-00308,2.0,1.0
674,AN,unittitle,AN-00308,1.0,0.0
676,AN,scopecontent,AN-00309,3.0,1.0
677,AN,unittitle,AN-00309,1.0,0.0
679,AN,scopecontent,AN-00310,3.0,1.0
680,AN,unittitle,AN-00310,1.0,0.0
682,AN,scopecontent,AN-00311,3.0,1.0
683,AN,unittitle,AN-00311,1.0,0.0
685,AN,scopecontent,AN-00312,9.0,2.0
686,AN,unittitle,AN-00312,1.0,0.0
688,AN,scopecontent,AN-00313,7.0,2.0
689,AN,unittitle,AN-00313,1.0,0.0
694,AN,unittitle,AN-00315,1.0,0.0
700,AN,unittitle,AN-00317,1.0,0.0
706,AN,unittitle,AN-00320,2.0,0.0
714,AN,scopecontent,AN.01,7.0,0.0
717,AN,scopecontent,AN.01.01,5.0,2.0
718,AN,unittitle,AN.01.01,1.0,0.0
720,AN,scopecontent,AN.01.02,6.0,0.0
721,AN,unittitle,AN.01.02,2.0,0.0
723,AN,scopecontent,AN.01.03,9.0,2.0
724,AN,unittitle,AN.01.03,1.0,0.0
726,AN,scopecontent,AN.02,0.0,1.0
729,AN,scopecontent,AN.02.01,0.0,1.0
730,AN,unittitle,AN.02.01,1.0,0.0
732,AN,scopecontent,AN.02.02,5.0,0.0
735,AN,scopecontent,AN.02.03,1.0,1.0
738,AN,scopecontent,AN.02.04,7.0,2.0
742,AN,unittitle,AN.02.05,1.0,0.0
744,AN,scopecontent,AN.02.06,4.0,0.0
748,AN,unittitle,AN.02.07,1.0,0.0
750,AN,scopecontent,AN.02.08,1.0,0.0
753,AN,scopecontent,AN.02.09,3.0,1.0
759,AN,scopecontent,AN.02.11,1.0,0.0
762,AN,scopecontent,AN.02.12,3.0,0.0
765,AN,scopecontent,AN.02.13,1.0,0.0
773,AN,unittitle,AN.02.16,1.0,0.0
775,AN,scopecontent,AN.03,3.0,1.0
778,AN,scopecontent,AN.04,10.0,4.0
787,AN,scopecontent,AN.06,3.0,0.0
788,AN,unittitle,AN.06,1.0,0.0
792,AN,unittitle,AN.06.02,1.0,0.0
801,AN,scopecontent,AN.09,1.0,0.0
802,AN,unittitle,AN.09,1.0,0.0
804,AN,scopecontent,AN.10,2.0,0.0
807,AUWH,scopecontent,AUWH,10.0,1.0
814,AUWH,scopecontent,AUWH/01/03,1.0,0.0
816,AUWH,scopecontent,AUWH/01/04,2.0,0.0
817,AUWH,unittitle,AUWH/01/04,1.0,0.0
828,AUWH,scopecontent,AUWH/01/10,1.0,0.0
833,AUWH,unittitle,AUWH/01/12,1.0,0.0
837,AUWH,unittitle,AUWH/01/14,1.0,0.0
852,AUWH,scopecontent,AUWH/01/22,1.0,0.0
853,AUWH,unittitle,AUWH/01/22,1.0,0.0
858,AUWH,scopecontent,AUWH/01/25,1.0,0.0
860,AW,bioghist,AW,7.0,2.0
862,AW,scopecontent,AW,2.0,0.0
864,AW,unittitle,AW/1,1.0,1.0
867,AW,unittitle,AW/1/1/2,2.0,0.0
873,AW,unittitle,AW/1/1/3/13,1.0,0.0
876,AW,unittitle,AW/1/1/3/16,1.0,0.0
878,AW,unittitle,AW/1/1/3/18,1.0,0.0
881,AW,unittitle,AW/1/1/3/20,2.0,0.0
884,AW,unittitle,AW/1/1/3/23,1.0,0.0
887,AW,unittitle,AW/1/1/3/3,1.0,0.0
889,AW,unittitle,AW/1/1/3/5,2.0,0.0
890,AW,unittitle,AW/1/1/3/6,1.0,0.0
891,AW,unittitle,AW/1/1/3/7,3.0,0.0
893,AW,unittitle,AW/1/1/3/9,1.0,0.0
895,AW,scopecontent,AW/1/1/4/1,2.0,1.0
897,AW,scopecontent,AW/1/1/4/2,2.0,0.0
899,AW,scopecontent,AW/1/1/4/3,1.0,1.0
900,AW,unittitle,AW/1/1/4/3,2.0,0.0
903,AW,unittitle,AW/1/1/6/1,1.0,0.0
904,AW,unittitle,AW/1/1/6/10,1.0,0.0
906,AW,unittitle,AW/1/1/6/12,2.0,0.0
910,AW,unittitle,AW/1/1/6/16,2.0,0.0
912,AW,unittitle,AW/1/1/6/18,1.0,0.0
913,AW,unittitle,AW/1/1/6/2,2.0,0.0
914,AW,scopecontent,AW/1/1/6/3,1.0,0.0
915,AW,unittitle,AW/1/1/6/3,1.0,0.0
917,AW,scopecontent,AW/1/1/6/5,1.0,0.0
919,AW,unittitle,AW/1/1/6/6,1.0,0.0
921,AW,unittitle,AW/1/1/6/8,5.0,0.0
922,AW,unittitle,AW/1/1/6/9,1.0,0.0
924,AW,unittitle,AW/1/2/1,2.0,0.0
926,AW,unittitle,AW/1/2/3,2.0,0.0
927,AW,unittitle,AW/1/2/3/1,1.0,0.0
928,AW,unittitle,AW/1/2/3/10,2.0,0.0
932,AW,unittitle,AW/1/2/3/13,1.0,0.0
934,AW,unittitle,AW/1/2/3/15,2.0,0.0
938,AW,unittitle,AW/1/2/3/19,1.0,0.0
939,AW,unittitle,AW/1/2/3/2,1.0,0.0
940,AW,unittitle,AW/1/2/3/20,2.0,0.0
941,AW,unittitle,AW/1/2/3/21,1.0,0.0
943,AW,unittitle,AW/1/2/3/23,1.0,0.0
946,AW,scopecontent,AW/1/2/3/26,1.0,0.0
947,AW,unittitle,AW/1/2/3/26,1.0,0.0
948,AW,unittitle,AW/1/2/3/27,1.0,0.0
949,AW,unittitle,AW/1/2/3/28,1.0,0.0
950,AW,unittitle,AW/1/2/3/3,1.0,0.0
951,AW,unittitle,AW/1/2/3/4,1.0,0.0
952,AW,unittitle,AW/1/2/3/5,1.0,0.0
953,AW,unittitle,AW/1/2/3/6,3.0,0.0
954,AW,unittitle,AW/1/2/3/7,1.0,0.0
956,AW,unittitle,AW/1/2/3/9,2.0,0.0
962,AW,unittitle,AW/1/3/12,1.0,0.0
963,AW,unittitle,AW/1/3/13,1.0,0.0
965,AW,unittitle,AW/1/3/14,1.0,0.0
966,AW,unittitle,AW/1/3/15,1.0,0.0
969,AW,unittitle,AW/1/3/18,1.0,0.0
970,AW,unittitle,AW/1/3/19,1.0,0.0
971,AW,unittitle,AW/1/3/2,1.0,0.0
972,AW,unittitle,AW/1/3/20,1.0,0.0
974,AW,unittitle,AW/1/3/22,2.0,0.0
975,AW,unittitle,AW/1/3/3,1.0,0.0
978,AW,unittitle,AW/1/3/6,2.0,0.0
980,AW,unittitle,AW/1/3/8,2.0,0.0
981,AW,unittitle,AW/1/3/9,2.0,0.0
987,AW,scopecontent,AW/1/4/3,2.0,0.0
991,AW,scopecontent,AW/1/4/6,2.0,0.0
992,AW,unittitle,AW/1/4/6,1.0,0.0
996,AW,unittitle,AW/1/5/1,1.0,0.0
997,AW,unittitle,AW/1/5/10,2.0,0.0
998,AW,unittitle,AW/1/5/11,2.0,0.0
999,AW,unittitle,AW/1/5/2,1.0,0.0
1004,AW,unittitle,AW/1/5/5,1.0,0.0
1006,AW,unittitle,AW/1/5/7,0.0,1.0
1007,AW,unittitle,AW/1/5/8,1.0,0.0
1008,AW,unittitle,AW/1/5/9,1.0,0.0
1010,AW,unittitle,AW/1/6/1,1.0,0.0
1011,AW,scopecontent,AW/1/6/10,2.0,0.0
1012,AW,unittitle,AW/1/6/10,1.0,0.0
1013,AW,scopecontent,AW/1/6/2,3.0,0.0
1015,AW,scopecontent,AW/1/6/3,2.0,0.0
1018,AW,unittitle,AW/1/6/5,1.0,0.0
1022,AW,unittitle,AW/1/6/9,3.0,0.0
1025,AW,unittitle,AW/1/7/1,2.0,0.0
1026,AW,scopecontent,AW/1/7/2,1.0,1.0
1030,AW,scopecontent,AW/1/7/4,0.0,1.0
1036,AW,scopecontent,AW/1/7/7,1.0,0.0
1038,AW,unittitle,AW/1/7/8,1.0,0.0
1042,AW,scopecontent,AW/2/2,1.0,0.0
1044,AW,scopecontent,AW/2/3,2.0,0.0
1046,AW,scopecontent,AW/2/4,2.0,0.0
1047,AW,unittitle,AW/2/4,1.0,0.0
1048,AW,unittitle,AW/3,1.0,0.0
1050,AW,scopecontent,AW/3/1/1,1.0,0.0
1053,AW,unittitle,AW/3/10/1,1.0,0.0
1063,AW,unittitle,AW/3/14,1.0,0.0
1086,AW,scopecontent,AW/3/2/2,1.0,0.0
1088,AW,scopecontent,AW/3/2/3,1.0,0.0
1089,AW,unittitle,AW/3/2/3,1.0,0.0
1096,AW,unittitle,AW/3/5/1,2.0,0.0
1116,AW,scopecontent,AW/5/3,1.0,1.0
1124,AW,unittitle,AW/7/2,1.0,0.0
1126,AW,unittitle,AW/7/2/1,1.0,0.0
1135,AW,unittitle,AW/7/3/2,1.0,0.0
1138,AW,unittitle,AW/7/3/4,2.0,0.0
1139,AW,scopecontent,AW/7/3/5,1.0,0.0
1140,AW,unittitle,AW/7/3/5,1.0,0.0
1141,AW,scopecontent,AW/7/3/6,1.0,0.0
1142,AW,unittitle,AW/7/3/6,1.0,0.0
1144,AW,unittitle,AW/7/4/1,1.0,0.0
1146,Alderson,scopecontent,Alderson,12.0,4.0
1148,B,bioghist,B,20.0,11.0
1152,BAI,bioghist,BAI,1.0,1.0
1153,BAI,scopecontent,BAI,18.0,6.0
1155,BBHB,processinfo,BBHB,2.0,1.0
1156,BBHB,scopecontent,BBHB,13.0,2.0
1158,BM,bioghist,BM,3.0,1.0
1159,BM,processinfo,BM,2.0,1.0
1160,BM,scopecontent,BM,4.0,0.0
1163,BP,scopecontent,BP,16.0,7.0
1165,BP,scopecontent,BP/01,3.0,2.0
1167,BP,scopecontent,BP/01/01,9.0,0.0
1168,BP,unittitle,BP/01/01,1.0,0.0
1172,BP,scopecontent,BP/01/03/01,1.0,0.0
1173,BP,unittitle,BP/01/03/01,1.0,0.0
1174,BP,scopecontent,BP/01/03/02,2.0,0.0
1175,BP,unittitle,BP/01/03/02,1.0,0.0
1182,BP,scopecontent,BP/01/04,5.0,3.0
1184,BP,scopecontent,BP/01/05,0.0,1.0
1188,BP,scopecontent,BP/02,1.0,0.0
1192,BP,scopecontent,BP/02/03,4.0,2.0
1195,BP,scopecontent,BP/03,6.0,3.0
1204,BP,scopecontent,BP/03/03,3.0,0.0
1206,BP,scopecontent,BP/03/03/01,4.0,2.0
1209,BP,scopecontent,BP/03/03/03,2.0,0.0
1211,BP,scopecontent,BP/03/03/04,6.0,1.0
1213,BP,scopecontent,BP/03/03/05,6.0,2.0
1215,BP,scopecontent,BP/03/03/06,1.0,0.0
1217,BP,scopecontent,BP/03/04,2.0,0.0
1219,BP,scopecontent,BP/03/05,2.0,0.0
1221,BP,scopecontent,BP/03/06,1.0,0.0
1226,BP,scopecontent,BP/03/06/04,0.0,2.0
1228,BP,scopecontent,BP/03/06/05,1.0,0.0
1232,BP,scopecontent,BP/03/06/07,2.0,0.0
1241,BP,unittitle,BP/04/03,1.0,0.0
1246,BP,scopecontent,BP/07,1.0,0.0
1253,BP,unittitle,BP/07/03,1.0,0.0
1254,BP,unittitle,BP/07/04,1.0,0.0
1255,BP,scopecontent,BP/07/05,7.0,2.0
1257,BP,scopecontent,BP/07/06,3.0,3.0
1259,BP,scopecontent,BP/08,1.0,0.0
1263,BP,unittitle,BP/08/01/01,1.0,0.0
1264,BP,scopecontent,BP/08/01/02,1.0,0.0
1266,BP,scopecontent,BP/08/02,2.0,0.0
1270,BP,scopecontent,BP/08/02/03,7.0,3.0
1281,BP,scopecontent,BP/08/05/01,1.0,1.0
1282,BP,unittitle,BP/08/05/01,1.0,0.0
1283,BP,scopecontent,BP/08/05/02,1.0,1.0
1285,BP,scopecontent,BP/08/05/03,1.0,1.0
1287,BP,unittitle,BP/08/05/04,1.0,0.0
1288,BP,scopecontent,BP/08/05/05,1.0,2.0
1289,BP,unittitle,BP/08/05/05,1.0,0.0
1290,BP,unittitle,BP/08/05/06,1.0,0.0
1291,BP,scopecontent,BP/08/06,9.0,4.0
1293,BP,scopecontent,BP/08/07,1.0,0.0
1295,BP,scopecontent,BP/08/08,2.0,0.0
1297,BP,scopecontent,BP/09,3.0,0.0
1298,BP,unittitle,BP/09,1.0,0.0
1299,BP,unittitle,BP/09/01,1.0,0.0
1306,BP,scopecontent,BP/09/02,3.0,1.0
1307,BP,unittitle,BP/09/02,1.0,0.0
1308,BP,scopecontent,BP/09/03,3.0,0.0
1311,BP,unittitle,BP/09/03/01,1.0,0.0
1312,BP,unittitle,BP/09/03/02,1.0,0.0
1313,BP,scopecontent,BP/09/04/01,5.0,1.0
1317,BP,scopecontent,BP/09/05,3.0,0.0
1318,BP,unittitle,BP/09/05,1.0,0.0
1319,BP,scopecontent,BP/09/05/01,3.0,1.0
1320,BP,unittitle,BP/09/05/01,1.0,0.0
1321,BP,scopecontent,BP/09/05/02,5.0,1.0
1322,BP,unittitle,BP/09/05/02,1.0,0.0
1324,BP,scopecontent,BP/09/07,1.0,0.0
1328,BP,unittitle,BP/09/07/03,1.0,0.0
1329,BP,scopecontent,BP/09/08,2.0,1.0
1334,BP,unittitle,BP/09/08/03,1.0,1.0
1339,BP,unittitle,BP/09/08/07,1.0,0.0
1342,BP,scopecontent,BP/09/09,2.0,1.0
1349,BP,unittitle,BP/09/09/04,1.0,0.0
1351,BP,unittitle,BP/09/09/05,1.0,0.0
1354,BP,scopecontent,BP/09/09/07,0.0,1.0
1358,BP,unittitle,BP/09/09/10,0.0,1.0
1364,BP,unittitle,BP/09/09/16,1.0,0.0
1368,BP,scopecontent,BP/09/10,5.0,2.0
1372,BP,scopecontent,BP/09/11/02,0.0,1.0
1374,BP,scopecontent,BP/09/11/03,1.0,1.0
1376,BP,scopecontent,BP/09/11/04,1.0,1.0
1377,BP,unittitle,BP/09/11/04,0.0,1.0
1378,BP,scopecontent,BP/09/11/05,0.0,1.0
1380,BP,scopecontent,BP/09/12,12.0,4.0
1382,BP,scopecontent,BP/10,1.0,0.0
1384,BP,scopecontent,BP/11,1.0,0.0
1386,BP,unittitle,BP/11/01,1.0,0.0
1388,BP,scopecontent,BP/11/03,3.0,0.0
1390,BP,scopecontent,BP/11/04,3.0,0.0
1391,BP,unittitle,BP/11/04,1.0,0.0
1407,BP,unittitle,BP/11/04/16,1.0,0.0
1411,BP,unittitle,BP/11/04/20,0.0,1.0
1416,BP,unittitle,BP/11/05/02,1.0,0.0
1420,BP,scopecontent,BP/11/06,4.0,2.0
1428,BP,scopecontent,BP/11/08,2.0,0.0
1439,BP,scopecontent,BP/11/09,12.0,2.0
1444,BP,scopecontent,BP/13,0.0,1.0
1446,BP,scopecontent,BP/14,2.0,0.0
1450,BP,unittitle,BP/14/01/01,1.0,0.0
1456,BP,unittitle,BP/14/02,1.0,0.0
1462,BP,scopecontent,BP/14/04/04,6.0,0.0
1464,BP,scopecontent,BP/14/05,6.0,2.0
1467,BP,scopecontent,BP/14/07,9.0,2.0
1471,BP,scopecontent,BP/16,1.0,0.0
1474,BP,unittitle,BP/16/01/01,1.0,0.0
1478,BP,scopecontent,BP/16/01/05,1.0,0.0
1480,BP,scopecontent,BP/16/02,4.0,2.0
1485,BP,scopecontent,BP/16/04,2.0,0.0
1491,BP,scopecontent,BP/16/05,10.0,7.0
1492,BP,unittitle,BP/16/05,1.0,0.0
